index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
2068	m eɪ m	m eɪ m d	maim	maimed	⋊ m e m ⋉	⋊ m e m d ⋉
2069	p l ʌ m p	p l ʌ m p t	plump	plumped	⋊ p l ʌ m p ⋉	⋊ p l ʌ m p t ⋉
2070	t ɹ ɪ k	t ɹ ɪ k t	trick	tricked	⋊ t ɹ ɪ k ⋉	⋊ t ɹ ɪ k t ⋉
2071	w i z	w i z d	wheeze	wheezed	⋊ w i z ⋉	⋊ w i z d ⋉
2072	j æ ŋ k	j æ ŋ k t	yank	yanked	⋊ j ɑ ŋ k ⋉	⋊ j ɑ ŋ k t ⋉
2073	ɪ v ɪ k t	ɪ v ɪ k t ə d	evict	evicted	⋊ ɪ v ɪ k t ⋉	⋊ ɪ v ɪ k t ɪ d ⋉
2074	d ɪ s w eɪ d	d ɪ s w eɪ d ə d	dissuade	dissuaded	⋊ d ɪ s w e d ⋉	⋊ d ɪ s w e d ɪ d ⋉
2075	b ʌ t ɚ	b ʌ t ɚ d	butter	buttered	⋊ b ʌ t ɛ ɹ ⋉	⋊ b ʌ t ɛ ɹ d ⋉
2076	s p oʊ ɹ t	s p oʊ ɹ t ə d	sport	sported	⋊ s p o ɹ t ⋉	⋊ s p o ɹ t ɪ d ⋉
2077	ɔ	ɔ d	awe	awed	⋊ ɔ ⋉	⋊ ɔ d ⋉
2078	b ɪ l ɪ t ə l	b ɪ l ɪ t ə l d	belittle	belittled	⋊ b ɪ l ɪ t ə l ⋉	⋊ b ɪ l ɪ t ə l d ⋉
2079	b ɪ l	b ɪ l d	bill	billed	⋊ b ɪ l ⋉	⋊ b ɪ l d ⋉
2080	b ʌ dʒ	b ʌ dʒ d	budge	budged	⋊ b ʌ d ʒ ⋉	⋊ b ʌ d ʒ d ⋉
2081	k ɹ ɪ n dʒ	k ɹ ɪ n dʒ d	cringe	cringed	⋊ k ɹ ɪ n d ʒ ⋉	⋊ k ɹ ɪ n d ʒ d ⋉
2082	d w oʊ ɹ f	d w oʊ ɹ f t	dwarf	dwarfed	⋊ d w o ɹ f ⋉	⋊ d w o ɹ f t ⋉
2083	h ɔ k	h ɔ k t	hawk	hawked	⋊ h ɔ k ⋉	⋊ h ɔ k t ⋉
2084	dʒ ɪ ŋ g ə l	dʒ ɪ ŋ g ə l d	jingle	jingled	⋊ d ʒ ɪ ŋ g ə l ⋉	⋊ d ʒ ɪ ŋ g ə l d ⋉
2085	dʒ a t	dʒ a t ə d	jot	jotted	⋊ d ʒ a t ⋉	⋊ d ʒ a t ɪ d ⋉
2086	p ɛ n	p ɛ n d	pen	penned	⋊ p ɛ n ⋉	⋊ p ɛ n d ⋉
2087	ɹ ɪ p ɛ n t	ɹ ɪ p ɛ n t ə d	repent	repented	⋊ ɹ ɪ p ɛ n t ⋉	⋊ ɹ ɪ p ɛ n t ɪ d ⋉
2088	s k ɹ ɔ l	s k ɹ ɔ l d	scrawl	scrawled	⋊ s k ɹ ɔ l ⋉	⋊ s k ɹ ɔ l d ⋉
2089	ʃ ʌ v ə l	ʃ ʌ v ə l d	shovel	shovelled	⋊ ʃ ʌ v ə l ⋉	⋊ ʃ ʌ v ə l d ⋉
2090	s t ʌ b	s t ʌ b d	stub	stubbed	⋊ s t ʌ b ⋉	⋊ s t ʌ b d ⋉
2091	t i t ɚ	t i t ɚ d	teeter	teetered	⋊ t i t ɛ ɹ ⋉	⋊ t i t ɛ ɹ d ⋉
2092	θ ʌ d	θ ʌ d ə d	thud	thudded	⋊ θ ʌ d ⋉	⋊ θ ʌ d ɪ d ⋉
2093	t ɪ p ɪ f aɪ	t ɪ p ɪ f aɪ d	typify	typified	⋊ t ɪ p ɪ f a ɪ ⋉	⋊ t ɪ p ɪ f a ɪ d ⋉
2094	p ɛ t	p ɛ t ə d	pet	petted	⋊ p ɛ t ⋉	⋊ p ɛ t ɪ d ⋉
2095	f eɪ ɹ i	f eɪ ɹ i d	ferry	ferried	⋊ f e ɹ i ⋉	⋊ f e ɹ i d ⋉
2096	ɪ n t ɚ	ɪ n t ɚ d	inter	interred	⋊ ɪ n t ɛ ɹ ⋉	⋊ ɪ n t ɛ ɹ d ⋉
2097	ʌ p	ʌ p t	up	upped	⋊ ʌ p ⋉	⋊ ʌ p t ⋉
2098	t ɪ ŋ k ɚ	t ɪ ŋ k ɚ d	tinker	tinkered	⋊ t ɪ ŋ k ɛ ɹ ⋉	⋊ t ɪ ŋ k ɛ ɹ d ⋉
2099	g ɹ eɪ	g ɹ eɪ d	grey	greyed	⋊ g ɹ e ⋉	⋊ g ɹ e d ⋉
2100	ɹ æ t ɪ f aɪ	ɹ æ t ɪ f aɪ d	ratify	ratified	⋊ ɹ ɑ t ɪ f a ɪ ⋉	⋊ ɹ ɑ t ɪ f a ɪ d ⋉
2101	s t eɪ k	s t eɪ k t	stake	staked	⋊ s t e k ⋉	⋊ s t e k t ⋉
2102	b l æ n tʃ	b l æ n tʃ t	blanch	blanched	⋊ b l ɑ n t ʃ ⋉	⋊ b l ɑ n t ʃ t ⋉
2103	b ɔ s	b ɔ s t	boss	bossed	⋊ b ɔ s ⋉	⋊ b ɔ s t ⋉
2104	k ə dʒ oʊ l	k ə dʒ oʊ l d	cajole	cajoled	⋊ k ə d ʒ o l ⋉	⋊ k ə d ʒ o l d ⋉
2105	k ə n k a k t	k ə n k a k t ə d	concoct	concocted	⋊ k ə n k a k t ⋉	⋊ k ə n k a k t ɪ d ⋉
2106	k ə n s t ɹ ɪ k t	k ə n s t ɹ ɪ k t ə d	constrict	constricted	⋊ k ə n s t ɹ ɪ k t ⋉	⋊ k ə n s t ɹ ɪ k t ɪ d ⋉
2107	k u	k u d	coo	cooed	⋊ k u ⋉	⋊ k u d ⋉
2108	ɪ n k ɹ ʌ s t	ɪ n k ɹ ʌ s t ə d	encrust	encrusted	⋊ ɪ n k ɹ ʌ s t ⋉	⋊ ɪ n k ɹ ʌ s t ɪ d ⋉
2109	ɛ k s h eɪ l	ɛ k s h eɪ l d	exhale	exhaled	⋊ ɛ k s h e l ⋉	⋊ ɛ k s h e l d ⋉
2110	f ɹ ɔ s t	f ɹ ɔ s t ə d	frost	frosted	⋊ f ɹ ɔ s t ⋉	⋊ f ɹ ɔ s t ɪ d ⋉
2111	dʒ ɛ s t ɪ k j ʊ l eɪ t	dʒ ɛ s t ɪ k j ʊ l eɪ t ə d	gesticulate	gesticulated	⋊ d ʒ ɛ s t ɪ k j ʊ l e t ⋉	⋊ d ʒ ɛ s t ɪ k j ʊ l e t ɪ d ⋉
2112	h i d	h i d ə d	heed	heeded	⋊ h i d ⋉	⋊ h i d ɪ d ⋉
2113	l i s	l i s t	lease	leased	⋊ l i s ⋉	⋊ l i s t ⋉
2114	p aʊ d ɚ	p aʊ d ɚ d	powder	powdered	⋊ p a ʊ d ɛ ɹ ⋉	⋊ p a ʊ d ɛ ɹ d ⋉
2115	ɹ i k	ɹ i k t	reek	reeked	⋊ ɹ i k ⋉	⋊ ɹ i k t ⋉
2116	s ə l ɪ s ɪ t	s ə l ɪ s ɪ t ə d	solicit	solicited	⋊ s ə l ɪ s ɪ t ⋉	⋊ s ə l ɪ s ɪ t ɪ d ⋉
2117	t a ɹ n ɪ ʃ	t a ɹ n ɪ ʃ t	tarnish	tarnished	⋊ t a ɹ n ɪ ʃ ⋉	⋊ t a ɹ n ɪ ʃ t ⋉
2118	v ɛ n t	v ɛ n t ə d	vent	vented	⋊ v ɛ n t ⋉	⋊ v ɛ n t ɪ d ⋉
2119	oʊ ɹ i ɛ n t eɪ t	oʊ ɹ i ɛ n t eɪ t ə d	orientate	orientated	⋊ o ɹ i ɛ n t e t ⋉	⋊ o ɹ i ɛ n t e t ɪ d ⋉
2120	ʃ æ ŋ h aɪ	ʃ æ ŋ h aɪ d	shanghai	shanghaied	⋊ ʃ ɑ ŋ h a ɪ ⋉	⋊ ʃ ɑ ŋ h a ɪ d ⋉
2121	f ɛ n s	f ɛ n s t	fence	fenced	⋊ f ɛ n s ⋉	⋊ f ɛ n s t ⋉
2122	b ɚ dʒ ə n	b ɚ dʒ ə n d	burgeon	burgeoned	⋊ b ɛ ɹ d ʒ ə n ⋉	⋊ b ɛ ɹ d ʒ ə n d ⋉
2123	k a n s ɪ k ɹ eɪ t	k a n s ɪ k ɹ eɪ t ə d	consecrate	consecrated	⋊ k a n s ɪ k ɹ e t ⋉	⋊ k a n s ɪ k ɹ e t ɪ d ⋉
2124	i k w ə l aɪ z	i k w ə l aɪ z d	equalize	equalized	⋊ i k w ə l a ɪ z ⋉	⋊ i k w ə l a ɪ z d ⋉
2125	p ɹ u n	p ɹ u n d	prune	pruned	⋊ p ɹ u n ⋉	⋊ p ɹ u n d ⋉
2126	ə d ɪ k t	ə d ɪ k t ə d	addict	addicted	⋊ ə d ɪ k t ⋉	⋊ ə d ɪ k t ɪ d ⋉
2127	k l æ ŋ k	k l æ ŋ k t	clank	clanked	⋊ k l ɑ ŋ k ⋉	⋊ k l ɑ ŋ k t ⋉
2128	k a b ə l	k a b ə l d	cobble	cobbled	⋊ k a b ə l ⋉	⋊ k a b ə l d ⋉
2129	ɛ n dʒ ɪ n i ɹ	ɛ n dʒ ɪ n i ɹ d	engineer	engineered	⋊ ɛ n d ʒ ɪ n i ɹ ⋉	⋊ ɛ n d ʒ ɪ n i ɹ d ⋉
2130	ɛ v ɪ d ə n s	ɛ v ɪ d ə n s t	evidence	evidenced	⋊ ɛ v ɪ d ə n s ⋉	⋊ ɛ v ɪ d ə n s t ⋉
2131	f l ɔ	f l ɔ d	flaw	flawed	⋊ f l ɔ ⋉	⋊ f l ɔ d ⋉
2132	l ʌ g	l ʌ g d	lug	lugged	⋊ l ʌ g ⋉	⋊ l ʌ g d ⋉
2133	m ɛ z m ə ɹ aɪ z	m ɛ z m ə ɹ aɪ z d	mesmerize	mesmerized	⋊ m ɛ z m ə ɹ a ɪ z ⋉	⋊ m ɛ z m ə ɹ a ɪ z d ⋉
2134	n ʌ z ə l	n ʌ z ə l d	nuzzle	nuzzled	⋊ n ʌ z ə l ⋉	⋊ n ʌ z ə l d ⋉
2135	p i k	p i k t	peek	peeked	⋊ p i k ⋉	⋊ p i k t ⋉
2136	p oʊ l	p oʊ l d	poll	polled	⋊ p o l ⋉	⋊ p o l d ⋉
2137	ɹ oʊ v	ɹ oʊ v d	rove	roved	⋊ ɹ o v ⋉	⋊ ɹ o v d ⋉
2138	s p æ ŋ k	s p æ ŋ k t	spank	spanked	⋊ s p ɑ ŋ k ⋉	⋊ s p ɑ ŋ k t ⋉
2139	tʃ ɛ k ɚ	tʃ ɛ k ɚ d	chequer	chequered	⋊ t ʃ ɛ k ɛ ɹ ⋉	⋊ t ʃ ɛ k ɛ ɹ d ⋉
2140	h ɔ ŋ k	h ɔ ŋ k t	honk	honked	⋊ h ɔ ŋ k ⋉	⋊ h ɔ ŋ k t ⋉
2141	b ʌ t	b ʌ t ə d	butt	butted	⋊ b ʌ t ⋉	⋊ b ʌ t ɪ d ⋉
2142	d a ɹ n	d a ɹ n d	darn	darned	⋊ d a ɹ n ⋉	⋊ d a ɹ n d ⋉
2143	l u s	l u s t	loose	loosed	⋊ l u s ⋉	⋊ l u s t ⋉
2144	ə l aɪ n	ə l aɪ n d	align	aligned	⋊ ə l a ɪ n ⋉	⋊ ə l a ɪ n d ⋉
2145	k ə n v i n	k ə n v i n d	convene	convened	⋊ k ə n v i n ⋉	⋊ k ə n v i n d ⋉
2146	d ʌ l	d ʌ l d	dull	dulled	⋊ d ʌ l ⋉	⋊ d ʌ l d ⋉
2147	g aʊ dʒ	g aʊ dʒ d	gouge	gouged	⋊ g a ʊ d ʒ ⋉	⋊ g a ʊ d ʒ d ⋉
2148	h oʊ ɹ d	h oʊ ɹ d ə d	hoard	hoarded	⋊ h o ɹ d ⋉	⋊ h o ɹ d ɪ d ⋉
2149	ɹ ɛ v ə l	ɹ ɛ v ə l d	revel	revelled	⋊ ɹ ɛ v ə l ⋉	⋊ ɹ ɛ v ə l d ⋉
2150	s oʊ b ɚ	s oʊ b ɚ d	sober	sobered	⋊ s o b ɛ ɹ ⋉	⋊ s o b ɛ ɹ d ⋉
2151	s p ɚ n	s p ɚ n d	spurn	spurned	⋊ s p ɛ ɹ n ⋉	⋊ s p ɛ ɹ n d ⋉
2152	z ɪ p	z ɪ p t	zip	zipped	⋊ z ɪ p ⋉	⋊ z ɪ p t ⋉
2153	d æ b ə l	d æ b ə l d	dabble	dabbled	⋊ d ɑ b ə l ⋉	⋊ d ɑ b ə l d ⋉
2154	d ɪ b eɪ s	d ɪ b eɪ s t	debase	debased	⋊ d ɪ b e s ⋉	⋊ d ɪ b e s t ⋉
2155	f æ ð ə m	f æ ð ə m d	fathom	fathomed	⋊ f ɑ ð ə m ⋉	⋊ f ɑ ð ə m d ⋉
2156	f ɔ l t	f ɔ l t ə d	fault	faulted	⋊ f ɔ l t ⋉	⋊ f ɔ l t ɪ d ⋉
2157	ə n aɪ ə l eɪ t	ə n aɪ ə l eɪ t ə d	annihilate	annihilated	⋊ ə n a ɪ ə l e t ⋉	⋊ ə n a ɪ ə l e t ɪ d ⋉
2158	t æ k	t æ k t	tack	tacked	⋊ t ɑ k ⋉	⋊ t ɑ k t ⋉
2159	t oʊ l	t oʊ l d	toll	tolled	⋊ t o l ⋉	⋊ t o l d ⋉
2160	b l eɪ ɹ	b l eɪ ɹ d	blare	blared	⋊ b l e ɹ ⋉	⋊ b l e ɹ d ⋉
2161	b ɹ oʊ tʃ	b ɹ oʊ tʃ t	broach	broached	⋊ b ɹ o t ʃ ⋉	⋊ b ɹ o t ʃ t ⋉
2162	k a ŋ g ɹ ə g eɪ t	k a ŋ g ɹ ə g eɪ t ə d	congregate	congregated	⋊ k a ŋ g ɹ ə g e t ⋉	⋊ k a ŋ g ɹ ə g e t ɪ d ⋉
2163	k ʊ ʃ ə n	k ʊ ʃ ə n d	cushion	cushioned	⋊ k ʊ ʃ ə n ⋉	⋊ k ʊ ʃ ə n d ⋉
2164	m ə n a p ə l aɪ z	m ə n a p ə l aɪ z d	monopolize	monopolized	⋊ m ə n a p ə l a ɪ z ⋉	⋊ m ə n a p ə l a ɪ z d ⋉
2165	p i	p i d	pee	peed	⋊ p i ⋉	⋊ p i d ⋉
2166	p ʌ l s	p ʌ l s t	pulse	pulsed	⋊ p ʌ l s ⋉	⋊ p ʌ l s t ⋉
2167	ɹ ɛ d ə n	ɹ ɛ d ə n d	redden	reddened	⋊ ɹ ɛ d ə n ⋉	⋊ ɹ ɛ d ə n d ⋉
2168	s n ɪ g ɚ	s n ɪ g ɚ d	snigger	sniggered	⋊ s n ɪ g ɛ ɹ ⋉	⋊ s n ɪ g ɛ ɹ d ⋉
2169	s p aɪ s	s p aɪ s t	spice	spiced	⋊ s p a ɪ s ⋉	⋊ s p a ɪ s t ⋉
2170	w eɪ t	w eɪ t ə d	weight	weighted	⋊ w e t ⋉	⋊ w e t ɪ d ⋉
2171	m ʌ k	m ʌ k t	muck	mucked	⋊ m ʌ k ⋉	⋊ m ʌ k t ⋉
2172	w ɪ t ə l	w ɪ t ə l d	whittle	whittled	⋊ w ɪ t ə l ⋉	⋊ w ɪ t ə l d ⋉
2173	h j u m ə n aɪ z	h j u m ə n aɪ z d	humanize	humanized	⋊ h j u m ə n a ɪ z ⋉	⋊ h j u m ə n a ɪ z d ⋉
2174	p ɹ a f ɪ s aɪ	p ɹ a f ɪ s aɪ d	prophesy	prophesied	⋊ p ɹ a f ɪ s a ɪ ⋉	⋊ p ɹ a f ɪ s a ɪ d ⋉
2175	ʃ ʌ n t	ʃ ʌ n t ə d	shunt	shunted	⋊ ʃ ʌ n t ⋉	⋊ ʃ ʌ n t ɪ d ⋉
2176	æ m b ə l	æ m b ə l d	amble	ambled	⋊ ɑ m b ə l ⋉	⋊ ɑ m b ə l d ⋉
2177	b eɪ t	b eɪ t ə d	bate	bated	⋊ b e t ⋉	⋊ b e t ɪ d ⋉
2178	k aʊ ɚ	k aʊ ɚ d	cower	cowered	⋊ k a ʊ ɛ ɹ ⋉	⋊ k a ʊ ɛ ɹ d ⋉
2179	d ɔ d ə l	d ɔ d ə l d	dawdle	dawdled	⋊ d ɔ d ə l ⋉	⋊ d ɔ d ə l d ⋉
2180	ɪ n æ m ə l	ɪ n æ m ə l d	enamel	enamelled	⋊ ɪ n ɑ m ə l ⋉	⋊ ɪ n ɑ m ə l d ⋉
2181	f j u m	f j u m d	fume	fumed	⋊ f j u m ⋉	⋊ f j u m d ⋉
2182	g æ l v ə n aɪ z	g æ l v ə n aɪ z d	galvanize	galvanized	⋊ g ɑ l v ə n a ɪ z ⋉	⋊ g ɑ l v ə n a ɪ z d ⋉
2183	h ɔ s p ɪ t ə l aɪ z	h ɔ s p ɪ t ə l aɪ z d	hospitalize	hospitalized	⋊ h ɔ s p ɪ t ə l a ɪ z ⋉	⋊ h ɔ s p ɪ t ə l a ɪ z d ⋉
2184	ɪ n t a k s ɪ k eɪ t	ɪ n t a k s ɪ k eɪ t ə d	intoxicate	intoxicated	⋊ ɪ n t a k s ɪ k e t ⋉	⋊ ɪ n t a k s ɪ k e t ɪ d ⋉
2185	n aɪ f	n aɪ f t	knife	knifed	⋊ n a ɪ f ⋉	⋊ n a ɪ f t ⋉
2186	p ɚ t ɚ b	p ɚ t ɚ b d	perturb	perturbed	⋊ p ɛ ɹ t ɛ ɹ b ⋉	⋊ p ɛ ɹ t ɛ ɹ b d ⋉
2187	p a s tʃ ə l eɪ t	p a s tʃ ə l eɪ t ə d	postulate	postulated	⋊ p a s t ʃ ə l e t ⋉	⋊ p a s t ʃ ə l e t ɪ d ⋉
2188	ʃ æ k ə l	ʃ æ k ə l d	shackle	shackled	⋊ ʃ ɑ k ə l ⋉	⋊ ʃ ɑ k ə l d ⋉
2189	ʃ ɪ t	ʃ ɪ t ə d	shit	shitted	⋊ ʃ ɪ t ⋉	⋊ ʃ ɪ t ɪ d ⋉
2190	s ɪ z ə l	s ɪ z ə l d	sizzle	sizzled	⋊ s ɪ z ə l ⋉	⋊ s ɪ z ə l d ⋉
2191	s l a t	s l a t ə d	slot	slotted	⋊ s l a t ⋉	⋊ s l a t ɪ d ⋉
2192	s n eɪ k	s n eɪ k t	snake	snaked	⋊ s n e k ⋉	⋊ s n e k t ⋉
2193	θ ʌ m	θ ʌ m d	thumb	thumbed	⋊ θ ʌ m ⋉	⋊ θ ʌ m d ⋉
2194	t ɪ n t	t ɪ n t ə d	tint	tinted	⋊ t ɪ n t ⋉	⋊ t ɪ n t ɪ d ⋉
2195	f l a g	f l a g d	flog	flogged	⋊ f l a g ⋉	⋊ f l a g d ⋉
2196	t ɹ ɛ b ə l	t ɹ ɛ b ə l d	treble	trebled	⋊ t ɹ ɛ b ə l ⋉	⋊ t ɹ ɛ b ə l d ⋉
2197	d ɪ s ɛ k t	d ɪ s ɛ k t ə d	dissect	dissected	⋊ d ɪ s ɛ k t ⋉	⋊ d ɪ s ɛ k t ɪ d ⋉
2198	ɪ l ɛ k t ɹ ɪ f aɪ	ɪ l ɛ k t ɹ ɪ f aɪ d	electrify	electrified	⋊ ɪ l ɛ k t ɹ ɪ f a ɪ ⋉	⋊ ɪ l ɛ k t ɹ ɪ f a ɪ d ⋉
2199	ɪ n k ɹ oʊ tʃ	ɪ n k ɹ oʊ tʃ t	encroach	encroached	⋊ ɪ n k ɹ o t ʃ ⋉	⋊ ɪ n k ɹ o t ʃ t ⋉
2200	b eɪ	b eɪ d	bay	bayed	⋊ b e ⋉	⋊ b e d ⋉
2201	d aɪ l eɪ t	d aɪ l eɪ t ə d	dilate	dilated	⋊ d a ɪ l e t ⋉	⋊ d a ɪ l e t ɪ d ⋉
2202	dʒ æ ŋ g ə l	dʒ æ ŋ g ə l d	jangle	jangled	⋊ d ʒ ɑ ŋ g ə l ⋉	⋊ d ʒ ɑ ŋ g ə l d ⋉
2203	ɹ æ n t	ɹ æ n t ə d	rant	ranted	⋊ ɹ ɑ n t ⋉	⋊ ɹ ɑ n t ɪ d ⋉
2204	s aʊ ɚ	s aʊ ɚ d	sour	soured	⋊ s a ʊ ɛ ɹ ⋉	⋊ s a ʊ ɛ ɹ d ⋉
2205	k eɪ k	k eɪ k t	cake	caked	⋊ k e k ⋉	⋊ k e k t ⋉
2206	k ɔ ʃ ə n	k ɔ ʃ ə n d	caution	cautioned	⋊ k ɔ ʃ ə n ⋉	⋊ k ɔ ʃ ə n d ⋉
2207	k l ɪ n tʃ	k l ɪ n tʃ t	clinch	clinched	⋊ k l ɪ n t ʃ ⋉	⋊ k l ɪ n t ʃ t ⋉
2208	k ə n dʒ ɛ k tʃ ɚ	k ə n dʒ ɛ k tʃ ɚ d	conjecture	conjectured	⋊ k ə n d ʒ ɛ k t ʃ ɛ ɹ ⋉	⋊ k ə n d ʒ ɛ k t ʃ ɛ ɹ d ⋉
2209	k ʌ f	k ʌ f t	cuff	cuffed	⋊ k ʌ f ⋉	⋊ k ʌ f t ⋉
2210	d ɪ b ɪ l ɪ t eɪ t	d ɪ b ɪ l ɪ t eɪ t ə d	debilitate	debilitated	⋊ d ɪ b ɪ l ɪ t e t ⋉	⋊ d ɪ b ɪ l ɪ t e t ɪ d ⋉
2211	d ɪ p ɹ eɪ v	d ɪ p ɹ eɪ v d	deprave	depraved	⋊ d ɪ p ɹ e v ⋉	⋊ d ɪ p ɹ e v d ⋉
2212	f oʊ m	f oʊ m d	foam	foamed	⋊ f o m ⋉	⋊ f o m d ⋉
2213	g l ɪ m ɚ	g l ɪ m ɚ d	glimmer	glimmered	⋊ g l ɪ m ɛ ɹ ⋉	⋊ g l ɪ m ɛ ɹ d ⋉
2214	g oʊ d	g oʊ d ə d	goad	goaded	⋊ g o d ⋉	⋊ g o d ɪ d ⋉
2215	ɪ n tʃ	ɪ n tʃ t	inch	inched	⋊ ɪ n t ʃ ⋉	⋊ ɪ n t ʃ t ⋉
2216	ɪ n t ɚ dʒ ɛ k t	ɪ n t ɚ dʒ ɛ k t ə d	interject	interjected	⋊ ɪ n t ɛ ɹ d ʒ ɛ k t ⋉	⋊ ɪ n t ɛ ɹ d ʒ ɛ k t ɪ d ⋉
2217	k ɪ n d ə l	k ɪ n d ə l d	kindle	kindled	⋊ k ɪ n d ə l ⋉	⋊ k ɪ n d ə l d ⋉
2218	m æ d ə n	m æ d ə n d	madden	maddened	⋊ m ɑ d ə n ⋉	⋊ m ɑ d ə n d ⋉
2219	m ɔɪ s ə n	m ɔɪ s ə n d	moisten	moistened	⋊ m ɔ ɪ s ə n ⋉	⋊ m ɔ ɪ s ə n d ⋉
2220	aʊ s t	aʊ s t ə d	oust	ousted	⋊ a ʊ s t ⋉	⋊ a ʊ s t ɪ d ⋉
2221	p eɪ v	p eɪ v d	pave	paved	⋊ p e v ⋉	⋊ p e v d ⋉
2222	s p j u	s p j u d	spew	spewed	⋊ s p j u ⋉	⋊ s p j u d ⋉
2223	s p l ʌ t ɚ	s p l ʌ t ɚ d	splutter	spluttered	⋊ s p l ʌ t ɛ ɹ ⋉	⋊ s p l ʌ t ɛ ɹ d ⋉
2224	s t a m p	s t a m p t	stomp	stomped	⋊ s t a m p ⋉	⋊ s t a m p t ⋉
2225	t æ k s i	t æ k s i d	taxi	taxied	⋊ t ɑ k s i ⋉	⋊ t ɑ k s i d ⋉
2226	v i t oʊ	v i t oʊ d	veto	vetoed	⋊ v i t o ⋉	⋊ v i t o d ⋉
2227	æ b d ɪ k eɪ t	æ b d ɪ k eɪ t ə d	abdicate	abdicated	⋊ ɑ b d ɪ k e t ⋉	⋊ ɑ b d ɪ k e t ɪ d ⋉
2228	k ɹ oʊ k	k ɹ oʊ k t	croak	croaked	⋊ k ɹ o k ⋉	⋊ k ɹ o k t ⋉
2229	dʒ ɚ n i	dʒ ɚ n i d	journey	journeyed	⋊ d ʒ ɛ ɹ n i ⋉	⋊ d ʒ ɛ ɹ n i d ⋉
2230	m a ɹ ʃ ə l	m a ɹ ʃ ə l d	marshal	marshalled	⋊ m a ɹ ʃ ə l ⋉	⋊ m a ɹ ʃ ə l d ⋉
2231	k æ t ə l ɔ g	k æ t ə l ɔ g d	catalogue	catalogued	⋊ k ɑ t ə l ɔ g ⋉	⋊ k ɑ t ə l ɔ g d ⋉
2232	h oʊ	h oʊ d	hoe	hoed	⋊ h o ⋉	⋊ h o d ⋉
2233	n ɛ s t	n ɛ s t ə d	nest	nested	⋊ n ɛ s t ⋉	⋊ n ɛ s t ɪ d ⋉
2234	ɹ eɪ v	ɹ eɪ v d	rave	raved	⋊ ɹ e v ⋉	⋊ ɹ e v d ⋉
2235	b æ n d	b æ n d ə d	band	banded	⋊ b ɑ n d ⋉	⋊ b ɑ n d ɪ d ⋉
2236	k ə n s t ɹ u	k ə n s t ɹ u d	construe	construed	⋊ k ə n s t ɹ u ⋉	⋊ k ə n s t ɹ u d ⋉
2237	f oʊ ɹ s eɪ k	f oʊ ɹ s ʊ k	forsake	forsook	⋊ f o ɹ s e k ⋉	⋊ f o ɹ s ʊ k ⋉
2238	p æ m p ɚ	p æ m p ɚ d	pamper	pampered	⋊ p ɑ m p ɛ ɹ ⋉	⋊ p ɑ m p ɛ ɹ d ⋉
2239	p ɚ s ə n ə l aɪ z	p ɚ s ə n ə l aɪ z d	personalize	personalized	⋊ p ɛ ɹ s ə n ə l a ɪ z ⋉	⋊ p ɛ ɹ s ə n ə l a ɪ z d ⋉
2240	p ɹ æ n s	p ɹ æ n s t	prance	pranced	⋊ p ɹ ɑ n s ⋉	⋊ p ɹ ɑ n s t ⋉
2241	p ɹ ɛ ʃ ɚ	p ɹ ɛ ʃ ɚ d	pressure	pressured	⋊ p ɹ ɛ ʃ ɛ ɹ ⋉	⋊ p ɹ ɛ ʃ ɛ ɹ d ⋉
2242	ʃ eɪ m	ʃ eɪ m d	shame	shamed	⋊ ʃ e m ⋉	⋊ ʃ e m d ⋉
2243	ʃ ʌ t ɚ	ʃ ʌ t ɚ d	shutter	shuttered	⋊ ʃ ʌ t ɛ ɹ ⋉	⋊ ʃ ʌ t ɛ ɹ d ⋉
2244	s ʌ k ə l	s ʌ k ə l d	suckle	suckled	⋊ s ʌ k ə l ⋉	⋊ s ʌ k ə l d ⋉
2245	t eɪ n t	t eɪ n t ə d	taint	tainted	⋊ t e n t ⋉	⋊ t e n t ɪ d ⋉
2246	t æ n t ə l aɪ z	t æ n t ə l aɪ z d	tantalize	tantalized	⋊ t ɑ n t ə l a ɪ z ⋉	⋊ t ɑ n t ə l a ɪ z d ⋉
2247	ʌ p h oʊ l s t ɚ	ʌ p h oʊ l s t ɚ d	upholster	upholstered	⋊ ʌ p h o l s t ɛ ɹ ⋉	⋊ ʌ p h o l s t ɛ ɹ d ⋉
2248	k ə n k ɚ	k ə n k ɚ d	concur	concurred	⋊ k ə n k ɛ ɹ ⋉	⋊ k ə n k ɛ ɹ d ⋉
2249	d a m ɪ n i ɹ	d a m ɪ n i ɹ d	domineer	domineered	⋊ d a m ɪ n i ɹ ⋉	⋊ d a m ɪ n i ɹ d ⋉
2250	l ʌ m p	l ʌ m p t	lump	lumped	⋊ l ʌ m p ⋉	⋊ l ʌ m p t ⋉
2251	s ə l ɪ d ɪ f aɪ	s ə l ɪ d ɪ f aɪ d	solidify	solidified	⋊ s ə l ɪ d ɪ f a ɪ ⋉	⋊ s ə l ɪ d ɪ f a ɪ d ⋉
2252	t ɛ l ɪ v aɪ z	t ɛ l ɪ v aɪ z d	televise	televised	⋊ t ɛ l ɪ v a ɪ z ⋉	⋊ t ɛ l ɪ v a ɪ z d ⋉
2253	ə b h oʊ ɹ	ə b h oʊ ɹ d	abhor	abhorred	⋊ ə b h o ɹ ⋉	⋊ ə b h o ɹ d ⋉
