lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_unicode	past_unicode
k ə n v ˈɝ s	k ə n v ˈɝ s t	73	converse	conversed	∅ -> t	regular	NA	kənvˈɝs	kənvˈɝst
d ˈu p l ɪ k eɪ t	d ˈu p l ɪ k eɪ t ɨ d	73	duplicate	duplicated	∅ -> ɨ d	regular	NA	dˈuplɪket	dˈuplɪketɨd
ɪ k s p ˈɛ n d	ɪ k s p ˈɛ n d ɨ d	73	expend	expended	∅ -> ɨ d	regular	NA	ɪkspˈɛnd	ɪkspˈɛndɨd
ɪ n t ˈeɪ ɹ ə g eɪ t	ɪ n t ˈeɪ ɹ ə g eɪ t ɨ d	73	interrogate	interrogated	∅ -> ɨ d	regular	NA	ɪntˈeɹəget	ɪntˈeɹəgetɨd
l ˈa b i	l ˈa b i d	73	lobby	lobbied	∅ -> d	regular	NA	lˈabi	lˈabid
l ˈoʊ ɹ d	l ˈoʊ ɹ d ɨ d	73	lord	lorded	∅ -> ɨ d	regular	NA	lˈoɹd	lˈoɹdɨd
n ə s ˈɛ s ɪ t eɪ t	n ə s ˈɛ s ɪ t eɪ t ɨ d	73	necessitate	necessitated	∅ -> ɨ d	regular	NA	nəsˈɛsɪtet	nəsˈɛsɪtetɨd
p ˈaɪ p	p ˈaɪ p t	73	pipe	piped	∅ -> t	regular	NA	pˈYp	pˈYpt
ɹ ˈaɪ ə t	ɹ ˈaɪ ə t ɨ d	73	riot	rioted	∅ -> ɨ d	regular	NA	ɹˈYət	ɹˈYətɨd
s k ˈa ɹ	s k ˈa ɹ d	73	scar	scarred	∅ -> d	regular	NA	skˈaɹ	skˈaɹd
s ˈaɪ t	s ˈaɪ t ɨ d	73	site	sited	∅ -> ɨ d	regular	NA	sˈYt	sˈYtɨd
s t ˈæ n d ɚ d aɪ z	s t ˈæ n d ɚ d aɪ z d	73	standardize	standardized	∅ -> d	regular	NA	stˈændɚdYz	stˈændɚdYzd
s w ˈɝ v	s w ˈɝ v d	73	swerve	swerved	∅ -> d	regular	NA	swˈɝv	swˈɝvd
t w ˈɪ ŋ k ə l	t w ˈɪ ŋ k ə l d	73	twinkle	twinkled	∅ -> d	regular	NA	twˈɪŋkəl	twˈɪŋkəld
æ s ɚ t ˈeɪ n	æ s ɚ t ˈeɪ n d	72	ascertain	ascertained	∅ -> d	regular	NA	æsɚtˈen	æsɚtˈend
b æ p t ˈaɪ z	b æ p t ˈaɪ z d	72	baptize	baptized	∅ -> d	regular	NA	bæptˈYz	bæptˈYzd
k ɹ ˈɪ s ə n	k ɹ ˈɪ s ə n d	72	christen	christened	∅ -> d	regular	NA	kɹˈɪsən	kɹˈɪsənd
k l ˈa g	k l ˈa g d	72	clog	clogged	∅ -> d	regular	NA	klˈag	klˈagd
k ə m ˈɛ n s	k ə m ˈɛ n s t	72	commence	commenced	∅ -> t	regular	NA	kəmˈɛns	kəmˈɛnst
k ɹ ˈʌ n tʃ	k ɹ ˈʌ n tʃ t	72	crunch	crunched	∅ -> t	regular	NA	kɹˈʌnC	kɹˈʌnCt
ɪ n f j ˈu ɹ i eɪ t	ɪ n f j ˈu ɹ i eɪ t ɨ d	72	infuriate	infuriated	∅ -> ɨ d	regular	NA	ɪnfjˈuɹiet	ɪnfjˈuɹietɨd
n ˈɪ p	n ˈɪ p t	72	nip	nipped	∅ -> t	regular	NA	nˈɪp	nˈɪpt
ɹ ˈɪ g	ɹ ˈɪ g d	72	rig	rigged	∅ -> d	regular	NA	ɹˈɪg	ɹˈɪgd
s t ˈɔ l	s t ˈɔ l d	72	stall	stalled	∅ -> d	regular	NA	stˈɔl	stˈɔld
s t ˈɪ ŋ k	s t ˈʌ ŋ k	72	stink	stunk	ɪ -> ʌ	irregular	NA	stˈɪŋk	stˈʌŋk
s ə b t ɹ ˈæ k t	s ə b t ɹ ˈæ k t ɨ d	72	subtract	subtracted	∅ -> ɨ d	regular	NA	səbtɹˈækt	səbtɹˈæktɨd
æ k s ˈɛ n tʃ u eɪ t	æ k s ˈɛ n tʃ u eɪ t ɨ d	71	accentuate	accentuated	∅ -> ɨ d	regular	NA	æksˈɛnCuet	æksˈɛnCuetɨd
tʃ ˈeɪ ɹ	tʃ ˈeɪ ɹ d	71	chair	chaired	∅ -> d	regular	NA	Cˈeɹ	Cˈeɹd
k ə n d ˈɛ n s	k ə n d ˈɛ n s t	71	condense	condensed	∅ -> t	regular	NA	kəndˈɛns	kəndˈɛnst
k ɹ ˈɪ s t ə l aɪ z	k ɹ ˈɪ s t ə l aɪ z d	71	crystallize	crystallized	∅ -> d	regular	NA	kɹˈɪstəlYz	kɹˈɪstəlYzd
k ˈʌ p	k ˈʌ p t	71	cup	cupped	∅ -> t	regular	NA	kˈʌp	kˈʌpt
d ɪ k ɹ ˈi	d ɪ k ɹ ˈi d	71	decree	decreed	∅ -> d	regular	NA	dɪkɹˈi	dɪkɹˈid
d ɪ p l ˈi t	d ɪ p l ˈi t ɨ d	71	deplete	depleted	∅ -> ɨ d	regular	NA	dɪplˈit	dɪplˈitɨd
h ˈʌ m p	h ˈʌ m p t	71	hump	humped	∅ -> t	regular	NA	hˈʌmp	hˈʌmpt
ɪ n s t ɪ t ˈu ʃ ə n ə l aɪ z	ɪ n s t ɪ t ˈu ʃ ə n ə l aɪ z d	71	institutionalize	institutionalized	∅ -> d	regular	NA	ɪnstɪtˈuʃənəlYz	ɪnstɪtˈuʃənəlYzd
dʒ ˈæ b	dʒ ˈæ b d	71	jab	jabbed	∅ -> d	regular	NA	Jˈæb	Jˈæbd
p ˈæ d ə l	p ˈæ d ə l d	71	paddle	paddled	∅ -> d	regular	NA	pˈædəl	pˈædəld
s ˈɔ l t	s ˈɔ l t ɨ d	71	salt	salted	∅ -> ɨ d	regular	NA	sˈɔlt	sˈɔltɨd
s k ˈoʊ ɹ n	s k ˈoʊ ɹ n d	71	scorn	scorned	∅ -> d	regular	NA	skˈoɹn	skˈoɹnd
ʃ ˈi ɹ	ʃ ˈi ɹ d	71	shear	sheared	∅ -> d	regular	NA	ʃˈiɹ	ʃˈiɹd
ʃ ˈɛ l	ʃ ˈɛ l d	71	shell	shelled	∅ -> d	regular	NA	ʃˈɛl	ʃˈɛld
s ˈɪ f t	s ˈɪ f t ɨ d	71	sift	sifted	∅ -> ɨ d	regular	NA	sˈɪft	sˈɪftɨd
b ˈæ b ə l	b ˈæ b ə l d	70	babble	babbled	∅ -> d	regular	NA	bˈæbəl	bˈæbəld
k ɹ ˈi m	k ɹ ˈi m d	70	cream	creamed	∅ -> d	regular	NA	kɹˈim	kɹˈimd
d ˈɔ n t	d ˈɔ n t ɨ d	70	daunt	daunted	∅ -> ɨ d	regular	NA	dˈɔnt	dˈɔntɨd
d ɪ s p ˈeɪ ɹ	d ɪ s p ˈeɪ ɹ d	70	despair	despaired	∅ -> d	regular	NA	dɪspˈeɹ	dɪspˈeɹd
d ə m ˈɛ s t ɪ k eɪ t	d ə m ˈɛ s t ɪ k eɪ t ɨ d	70	domesticate	domesticated	∅ -> ɨ d	regular	NA	dəmˈɛstɪket	dəmˈɛstɪketɨd
ɪ n ʃ ˈu ɹ	ɪ n ʃ ˈu ɹ d	70	insure	insured	∅ -> d	regular	NA	ɪnʃˈuɹ	ɪnʃˈuɹd
l ˈæ p	l ˈæ p t	70	lap	lapped	∅ -> t	regular	NA	lˈæp	lˈæpt
p l ˈaɪ	p l ˈaɪ d	70	ply	plied	∅ -> d	regular	NA	plˈY	plˈYd
ɹ ɪ t ˈoʊ ɹ t	ɹ ɪ t ˈoʊ ɹ t ɨ d	70	retort	retorted	∅ -> ɨ d	regular	NA	ɹɪtˈoɹt	ɹɪtˈoɹtɨd
s ˈʌ l k	s ˈʌ l k t	70	sulk	sulked	∅ -> t	regular	NA	sˈʌlk	sˈʌlkt
v ˈɔ l t	v ˈɔ l t ɨ d	70	vault	vaulted	∅ -> ɨ d	regular	NA	vˈɔlt	vˈɔltɨd
ə n ˈɔɪ n t	ə n ˈɔɪ n t ɨ d	69	anoint	anointed	∅ -> ɨ d	regular	NA	ənˈOnt	ənˈOntɨd
b ˈæ s k	b ˈæ s k t	69	bask	basked	∅ -> t	regular	NA	bˈæsk	bˈæskt
ɪ g z ˈæ s ɚ b eɪ t	ɪ g z ˈæ s ɚ b eɪ t ɨ d	69	exacerbate	exacerbated	∅ -> ɨ d	regular	NA	ɪgzˈæsɚbet	ɪgzˈæsɚbetɨd
g ɹ ˈɪ m ə s	g ɹ ˈɪ m ə s t	69	grimace	grimaced	∅ -> t	regular	NA	gɹˈɪməs	gɹˈɪməst
ˈɔɪ l	ˈɔɪ l d	69	oil	oiled	∅ -> d	regular	NA	ˈOl	ˈOld
p ˈʌ ŋ k tʃ u eɪ t	p ˈʌ ŋ k tʃ u eɪ t ɨ d	69	punctuate	punctuated	∅ -> ɨ d	regular	NA	pˈʌŋkCuet	pˈʌŋkCuetɨd
ɹ ɪ k l ˈaɪ n	ɹ ɪ k l ˈaɪ n d	69	recline	reclined	∅ -> d	regular	NA	ɹɪklˈYn	ɹɪklˈYnd
s k ɹ ˈu t ɪ n aɪ z	s k ɹ ˈu t ɪ n aɪ z d	69	scrutinize	scrutinized	∅ -> d	regular	NA	skɹˈutɪnYz	skɹˈutɪnYzd
s n ˈoʊ ɹ	s n ˈoʊ ɹ d	69	snore	snored	∅ -> d	regular	NA	snˈoɹ	snˈoɹd
w ˈæ g	w ˈæ g d	69	wag	wagged	∅ -> d	regular	NA	wˈæg	wˈægd
k ə n d ˈoʊ n	k ə n d ˈoʊ n d	68	condone	condoned	∅ -> d	regular	NA	kəndˈon	kəndˈond
d ɹ ˈæ m ə t aɪ z	d ɹ ˈæ m ə t aɪ z d	68	dramatize	dramatized	∅ -> d	regular	NA	dɹˈæmətYz	dɹˈæmətYzd
f ˈeɪ n	f ˈeɪ n d	68	feign	feigned	∅ -> d	regular	NA	fˈen	fˈend
f ˈa n d ə l	f ˈa n d ə l d	68	fondle	fondled	∅ -> d	regular	NA	fˈandəl	fˈandəld
dʒ ˈɛ p ɚ d aɪ z	dʒ ˈɛ p ɚ d aɪ z d	68	jeopardize	jeopardized	∅ -> d	regular	NA	JˈɛpɚdYz	JˈɛpɚdYzd
m ˈaɪ n	m ˈaɪ n d	68	mine	mined	∅ -> d	regular	NA	mˈYn	mˈYnd
m j ˈu t ɪ l eɪ t	m j ˈu t ɪ l eɪ t ɨ d	68	mutilate	mutilated	∅ -> ɨ d	regular	NA	mjˈutɪlet	mjˈutɪletɨd
ˈu z	ˈu z d	68	ooze	oozed	∅ -> d	regular	NA	ˈuz	ˈuzd
p ɹ ˈa f ɚ	p ɹ ˈa f ɚ d	68	proffer	proffered	∅ -> d	regular	NA	pɹˈafɚ	pɹˈafɚd
ɹ ɛ v ə l ˈu ʃ ə n aɪ z	ɹ ɛ v ə l ˈu ʃ ə n aɪ z d	68	revolutionize	revolutionized	∅ -> d	regular	NA	ɹɛvəlˈuʃənYz	ɹɛvəlˈuʃənYzd
s ˈɔ n t ɚ	s ˈɔ n t ɚ d	68	saunter	sauntered	∅ -> d	regular	NA	sˈɔntɚ	sˈɔntɚd
v ˈeɪ ɹ ɪ f aɪ	v ˈeɪ ɹ ɪ f aɪ d	68	verify	verified	∅ -> d	regular	NA	vˈeɹɪfY	vˈeɹɪfYd
v ˈaɪ	v ˈaɪ d	68	vie	vied	∅ -> d	regular	NA	vˈY	vˈYd
ɔ g m ˈɛ n t	ɔ g m ˈɛ n t ɨ d	67	augment	augmented	∅ -> ɨ d	regular	NA	ɔgmˈɛnt	ɔgmˈɛntɨd
b ˈæ ʃ	b ˈæ ʃ t	67	bash	bashed	∅ -> t	regular	NA	bˈæʃ	bˈæʃt
b l ˈʌ n d ɚ	b l ˈʌ n d ɚ d	67	blunder	blundered	∅ -> d	regular	NA	blˈʌndɚ	blˈʌndɚd
k ˈa n dʒ ɚ	k ˈa n dʒ ɚ d	67	conjure	conjured	∅ -> d	regular	NA	kˈanJɚ	kˈanJɚd
d ˈɛ v ə s t eɪ t	d ˈɛ v ə s t eɪ t ɨ d	67	devastate	devastated	∅ -> ɨ d	regular	NA	dˈɛvəstet	dˈɛvəstetɨd
f ɹ ˈɪ n dʒ	f ɹ ˈɪ n dʒ d	67	fringe	fringed	∅ -> d	regular	NA	fɹˈɪnJ	fɹˈɪnJd
h ˈeɪ ɹ ə l d	h ˈeɪ ɹ ə l d ɨ d	67	herald	heralded	∅ -> ɨ d	regular	NA	hˈeɹəld	hˈeɹəldɨd
dʒ ˈi ɹ	dʒ ˈi ɹ d	67	jeer	jeered	∅ -> d	regular	NA	Jˈiɹ	Jˈiɹd
n ˈu t ɹ ə l aɪ z	n ˈu t ɹ ə l aɪ z d	67	neutralize	neutralized	∅ -> d	regular	NA	nˈutɹəlYz	nˈutɹəlYzd
p ˈɛ t ɹ ɪ f aɪ	p ˈɛ t ɹ ɪ f aɪ d	67	petrify	petrified	∅ -> d	regular	NA	pˈɛtɹɪfY	pˈɛtɹɪfYd
p ɹ ˈaɪ z	p ɹ ˈaɪ z d	67	prize	prized	∅ -> d	regular	NA	pɹˈYz	pɹˈYzd
ɹ ɪ v ˈi ɹ	ɹ ɪ v ˈi ɹ d	67	revere	revered	∅ -> d	regular	NA	ɹɪvˈiɹ	ɹɪvˈiɹd
ɹ ˈɪ d ə l	ɹ ˈɪ d ə l d	67	riddle	riddled	∅ -> d	regular	NA	ɹˈɪdəl	ɹˈɪdəld
s k ˈʌ t ə l	s k ˈʌ t ə l d	67	scuttle	scuttled	∅ -> d	regular	NA	skˈʌtəl	skˈʌtəld
s p ˈaɪ ɹ ə l	s p ˈaɪ ɹ ə l d	67	spiral	spiralled	∅ -> d	regular	NA	spˈYɹəl	spˈYɹəld
s w ˈɪ v ə l	s w ˈɪ v ə l d	67	swivel	swivelled	∅ -> d	regular	NA	swˈɪvəl	swˈɪvəld
t ˈeɪ p ɚ	t ˈeɪ p ɚ d	67	taper	tapered	∅ -> d	regular	NA	tˈepɚ	tˈepɚd
t ˈoʊ	t ˈoʊ d	67	tow	towed	∅ -> d	regular	NA	tˈo	tˈod
w ˈɝ s ə n	w ˈɝ s ə n d	67	worsen	worsened	∅ -> d	regular	NA	wˈɝsən	wˈɝsənd
tʃ ˈa ɹ t ɚ	tʃ ˈa ɹ t ɚ d	66	charter	chartered	∅ -> d	regular	NA	Cˈaɹtɚ	Cˈaɹtɚd
ɪ n ɹ ˈoʊ l	ɪ n ɹ ˈoʊ l d	66	enrol	enroled	∅ -> d	regular	NA	ɪnɹˈol	ɪnɹˈold
f l ˈeɪ k	f l ˈeɪ k t	66	flake	flaked	∅ -> t	regular	NA	flˈek	flˈekt
f l ˈɝ t	f l ˈɝ t ɨ d	66	flirt	flirted	∅ -> ɨ d	regular	NA	flˈɝt	flˈɝtɨd
g ˈeɪ dʒ	g ˈeɪ dʒ d	66	gauge	gauged	∅ -> d	regular	NA	gˈeJ	gˈeJd
ˈɪ m p ɹ ə v aɪ z	ˈɪ m p ɹ ə v aɪ z d	66	improvise	improvised	∅ -> d	regular	NA	ˈɪmpɹəvYz	ˈɪmpɹəvYzd
m ˈæ s	m ˈæ s t	66	mass	massed	∅ -> t	regular	NA	mˈæs	mˈæst
m ˈɪ n s	m ˈɪ n s t	66	mince	minced	∅ -> t	regular	NA	mˈɪns	mˈɪnst
ə b s t ɹ ˈʌ k t	ə b s t ɹ ˈʌ k t ɨ d	66	obstruct	obstructed	∅ -> ɨ d	regular	NA	əbstɹˈʌkt	əbstɹˈʌktɨd
p ˈɪ s	p ˈɪ s t	66	piss	pissed	∅ -> t	regular	NA	pˈɪs	pˈɪst
k j ˈu	k j ˈu d	66	queue	queued	∅ -> d	regular	NA	kjˈu	kjˈud
s m ˈoʊ l d ɚ	s m ˈoʊ l d ɚ d	66	smoulder	smouldered	∅ -> d	regular	NA	smˈoldɚ	smˈoldɚd
t æ t ˈu	t æ t ˈu d	66	tattoo	tattooed	∅ -> d	regular	NA	tætˈu	tætˈud
w ˈu p	w ˈu p t	66	whoop	whooped	∅ -> t	regular	NA	wˈup	wˈupt
k ɹ ˈeɪ d ə l	k ɹ ˈeɪ d ə l d	65	cradle	cradled	∅ -> d	regular	NA	kɹˈedəl	kɹˈedəld
k ˈʌ d ə l	k ˈʌ d ə l d	65	cuddle	cuddled	∅ -> d	regular	NA	kˈʌdəl	kˈʌdəld
f ˈi s t	f ˈi s t ɨ d	65	feast	feasted	∅ -> ɨ d	regular	NA	fˈist	fˈistɨd
h ˈa ɹ b ɚ	h ˈa ɹ b ɚ d	65	harbour	harboured	∅ -> d	regular	NA	hˈaɹbɚ	hˈaɹbɚd
h ˈʌ s ə l	h ˈʌ s ə l d	65	hustle	hustled	∅ -> d	regular	NA	hˈʌsəl	hˈʌsəld
l ˈu t	l ˈu t ɨ d	65	loot	looted	∅ -> ɨ d	regular	NA	lˈut	lˈutɨd
m ˈeɪ l	m ˈeɪ l d	65	mail	mailed	∅ -> d	regular	NA	mˈel	mˈeld
p ˈaʊ ɚ	p ˈaʊ ɚ d	65	power	powered	∅ -> d	regular	NA	pˈWɚ	pˈWɚd
ɹ ˈæ k	ɹ ˈæ k t	65	rack	racked	∅ -> t	regular	NA	ɹˈæk	ɹˈækt
s p ˈæ n	s p ˈæ n d	65	span	spanned	∅ -> d	regular	NA	spˈæn	spˈænd
t ˈoʊ s t	t ˈoʊ s t ɨ d	65	toast	toasted	∅ -> ɨ d	regular	NA	tˈost	tˈostɨd
ʌ n l ˈi ʃ	ʌ n l ˈi ʃ t	65	unleash	unleashed	∅ -> t	regular	NA	ʌnlˈiʃ	ʌnlˈiʃt
ə s ˈæ s ɪ n eɪ t	ə s ˈæ s ɪ n eɪ t ɨ d	64	assassinate	assassinated	∅ -> ɨ d	regular	NA	əsˈæsɪnet	əsˈæsɪnetɨd
b l ˈu m	b l ˈu m d	64	bloom	bloomed	∅ -> d	regular	NA	blˈum	blˈumd
ɪ n t ˈaɪ s	ɪ n t ˈaɪ s t	64	entice	enticed	∅ -> t	regular	NA	ɪntˈYs	ɪntˈYst
h ˈaɪ k	h ˈaɪ k t	64	hike	hiked	∅ -> t	regular	NA	hˈYk	hˈYkt
h ˈa l ɚ	h ˈa l ɚ d	64	holler	hollered	∅ -> d	regular	NA	hˈalɚ	hˈalɚd
h j ˈu m ɚ	h j ˈu m ɚ d	64	humour	humoured	∅ -> d	regular	NA	hjˈumɚ	hjˈumɚd
m ˈæ p	m ˈæ p t	64	map	mapped	∅ -> t	regular	NA	mˈæp	mˈæpt
p ˈi p	p ˈi p t	64	peep	peeped	∅ -> t	regular	NA	pˈip	pˈipt
p ɹ ə f ˈɛ s	p ɹ ə f ˈɛ s t	64	profess	professed	∅ -> t	regular	NA	pɹəfˈɛs	pɹəfˈɛst
p ˈɝ s	p ˈɝ s t	64	purse	pursed	∅ -> t	regular	NA	pˈɝs	pˈɝst
ɹ ɪ p ɹ ˈoʊ tʃ	ɹ ɪ p ɹ ˈoʊ tʃ t	64	reproach	reproached	∅ -> t	regular	NA	ɹɪpɹˈoC	ɹɪpɹˈoCt
s ˈæ d ə l	s ˈæ d ə l d	64	saddle	saddled	∅ -> d	regular	NA	sˈædəl	sˈædəld
s p ˈeɪ s	s p ˈeɪ s t	64	space	spaced	∅ -> t	regular	NA	spˈes	spˈest
a ɹ t ˈɪ k j ʊ l eɪ t	a ɹ t ˈɪ k j ʊ l eɪ t ɨ d	63	articulate	articulated	∅ -> ɨ d	regular	NA	aɹtˈɪkjʊlet	aɹtˈɪkjʊletɨd
b ɹ ˈɪ dʒ	b ɹ ˈɪ dʒ d	63	bridge	bridged	∅ -> d	regular	NA	bɹˈɪJ	bɹˈɪJd
s ˈɛ n s ɚ	s ˈɛ n s ɚ d	63	censor	censored	∅ -> d	regular	NA	sˈɛnsɚ	sˈɛnsɚd
k l ˈæ s	k l ˈæ s t	63	class	classed	∅ -> t	regular	NA	klˈæs	klˈæst
k ˈa m p l ɪ m ɛ n t	k ˈa m p l ɪ m ɛ n t ɨ d	63	complement	complemented	∅ -> ɨ d	regular	NA	kˈamplɪmɛnt	kˈamplɪmɛntɨd
d ˈaɪ ə t	d ˈaɪ ə t ɨ d	63	diet	dieted	∅ -> ɨ d	regular	NA	dˈYət	dˈYətɨd
d ɹ ˈɪ b ə l	d ɹ ˈɪ b ə l d	63	dribble	dribbled	∅ -> d	regular	NA	dɹˈɪbəl	dɹˈɪbəld
g ˈæ m b ə l	g ˈæ m b ə l d	63	gamble	gambled	∅ -> d	regular	NA	gˈæmbəl	gˈæmbəld
g ˈa b ə l	g ˈa b ə l d	63	gobble	gobbled	∅ -> d	regular	NA	gˈabəl	gˈabəld
m ˈɛ m ə ɹ aɪ z	m ˈɛ m ə ɹ aɪ z d	63	memorize	memorized	∅ -> d	regular	NA	mˈɛməɹYz	mˈɛməɹYzd
m ˈeɪ ɹ ɪ t	m ˈeɪ ɹ ɪ t ɨ d	63	merit	merited	∅ -> ɨ d	regular	NA	mˈeɹɪt	mˈeɹɪtɨd
p ˈɝ s ɪ k j u t	p ˈɝ s ɪ k j u t ɨ d	63	persecute	persecuted	∅ -> ɨ d	regular	NA	pˈɝsɪkjut	pˈɝsɪkjutɨd
p l ˈa d	p l ˈa d ɨ d	63	plod	plodded	∅ -> ɨ d	regular	NA	plˈad	plˈadɨd
s k ˈeɪ l	s k ˈeɪ l d	63	scale	scaled	∅ -> d	regular	NA	skˈel	skˈeld
s k ɹ ˈæ p	s k ɹ ˈæ p t	63	scrap	scrapped	∅ -> t	regular	NA	skɹˈæp	skɹˈæpt
ʃ ɹ ˈɛ d	ʃ ɹ ˈɛ d ɨ d	63	shred	shredded	∅ -> ɨ d	regular	NA	ʃɹˈɛd	ʃɹˈɛdɨd
s t ˈʌ n t	s t ˈʌ n t ɨ d	63	stunt	stunted	∅ -> ɨ d	regular	NA	stˈʌnt	stˈʌntɨd
t ˈæ g	t ˈæ g d	63	tag	tagged	∅ -> d	regular	NA	tˈæg	tˈægd
t ˈeɪ p	t ˈeɪ p t	63	tape	taped	∅ -> t	regular	NA	tˈep	tˈept
t ˈɛ ð ɚ	t ˈɛ ð ɚ d	63	tether	tethered	∅ -> d	regular	NA	tˈɛðɚ	tˈɛðɚd
k ˈæ p	k ˈæ p t	62	cap	capped	∅ -> t	regular	NA	kˈæp	kˈæpt
k ɹ ˈu s ɪ f aɪ	k ɹ ˈu s ɪ f aɪ d	62	crucify	crucified	∅ -> d	regular	NA	kɹˈusɪfY	kɹˈusɪfYd
l ˈæ g	l ˈæ g d	62	lag	lagged	∅ -> d	regular	NA	lˈæg	lˈægd
l ˈi tʃ	l ˈi tʃ t	62	leach	leached	∅ -> t	regular	NA	lˈiC	lˈiCt
l ˈaʊ n dʒ	l ˈaʊ n dʒ d	62	lounge	lounged	∅ -> d	regular	NA	lˈWnJ	lˈWnJd
p ˈeɪ ɹ ə l ɛ l	p ˈeɪ ɹ ə l ɛ l d	62	parallel	paralleled	∅ -> d	regular	NA	pˈeɹəlɛl	pˈeɹəlɛld
ɹ ˈʌ m p ə l	ɹ ˈʌ m p ə l d	62	rumple	rumpled	∅ -> d	regular	NA	ɹˈʌmpəl	ɹˈʌmpəld
s ˈæ ŋ k ʃ ə n	s ˈæ ŋ k ʃ ə n d	62	sanction	sanctioned	∅ -> d	regular	NA	sˈæŋkʃən	sˈæŋkʃənd
s ˈɔ	s ˈɔ d	62	saw	sawed	∅ -> d	regular	NA	sˈɔ	sˈɔd
s p ˈɝ	s p ˈɝ d	62	spur	spurred	∅ -> d	regular	NA	spˈɝ	spˈɝd
b ɹ ˈaʊ n	b ɹ ˈaʊ n d	61	brown	browned	∅ -> d	regular	NA	bɹˈWn	bɹˈWnd
b ˈʌ g ɚ	b ˈʌ g ɚ d	61	bugger	buggered	∅ -> d	regular	NA	bˈʌgɚ	bˈʌgɚd
d ɪ d ˈʌ k t	d ɪ d ˈʌ k t ɨ d	61	deduct	deducted	∅ -> ɨ d	regular	NA	dɪdˈʌkt	dɪdˈʌktɨd
ɪ n dʒ ˈɛ n d ɚ	ɪ n dʒ ˈɛ n d ɚ d	61	engender	engendered	∅ -> d	regular	NA	ɪnJˈɛndɚ	ɪnJˈɛndɚd
ɪ g z ˈoʊ ɹ t	ɪ g z ˈoʊ ɹ t ɨ d	61	exhort	exhorted	∅ -> ɨ d	regular	NA	ɪgzˈoɹt	ɪgzˈoɹtɨd
ˈɛ k s aɪ l	ˈɛ k s aɪ l d	61	exile	exiled	∅ -> d	regular	NA	ˈɛksYl	ˈɛksYld
g ˈʌ t	g ˈʌ t ɨ d	61	gut	gutted	∅ -> ɨ d	regular	NA	gˈʌt	gˈʌtɨd
n ˈʌ m	n ˈʌ m d	61	numb	numbed	∅ -> d	regular	NA	nˈʌm	nˈʌmd
s k ˈoʊ ɹ tʃ	s k ˈoʊ ɹ tʃ t	61	scorch	scorched	∅ -> t	regular	NA	skˈoɹC	skˈoɹCt
s ˈɪ n	s ˈɪ n d	61	sin	sinned	∅ -> d	regular	NA	sˈɪn	sˈɪnd
s p ˈa ɹ k	s p ˈa ɹ k t	61	spark	sparked	∅ -> t	regular	NA	spˈaɹk	spˈaɹkt
k ˈæ p ɪ t ə l aɪ z	k ˈæ p ɪ t ə l aɪ z d	60	capitalize	capitalized	∅ -> d	regular	NA	kˈæpɪtəlYz	kˈæpɪtəlYzd
ɪ dʒ ˈɛ k t	ɪ dʒ ˈɛ k t ɨ d	60	eject	ejected	∅ -> ɨ d	regular	NA	ɪJˈɛkt	ɪJˈɛktɨd
ɪ m ˈæ n s ɪ p eɪ t	ɪ m ˈæ n s ɪ p eɪ t ɨ d	60	emancipate	emancipated	∅ -> ɨ d	regular	NA	ɪmˈænsɪpet	ɪmˈænsɪpetɨd
ɪ v ˈæ k j u eɪ t	ɪ v ˈæ k j u eɪ t ɨ d	60	evacuate	evacuated	∅ -> ɨ d	regular	NA	ɪvˈækjuet	ɪvˈækjuetɨd
f ˈʊ t	f ˈʊ t ɨ d	60	foot	footed	∅ -> ɨ d	regular	NA	fˈʊt	fˈʊtɨd
g l ˈaʊ ɚ	g l ˈaʊ ɚ d	60	glower	glowered	∅ -> d	regular	NA	glˈWɚ	glˈWɚd
ɪ m p l ˈoʊ ɹ	ɪ m p l ˈoʊ ɹ d	60	implore	implored	∅ -> d	regular	NA	ɪmplˈoɹ	ɪmplˈoɹd
l ˈu p	l ˈu p t	60	loop	looped	∅ -> t	regular	NA	lˈup	lˈupt
m ˈɛ d ɪ t eɪ t	m ˈɛ d ɪ t eɪ t ɨ d	60	meditate	meditated	∅ -> ɨ d	regular	NA	mˈɛdɪtet	mˈɛdɪtetɨd
p ɚ s ɪ v ˈi ɹ	p ɚ s ɪ v ˈi ɹ d	60	persevere	persevered	∅ -> d	regular	NA	pɚsɪvˈiɹ	pɚsɪvˈiɹd
ɹ ˈɪ d ɪ k j u l	ɹ ˈɪ d ɪ k j u l d	60	ridicule	ridiculed	∅ -> d	regular	NA	ɹˈɪdɪkjul	ɹˈɪdɪkjuld
ʃ ˈæ d oʊ	ʃ ˈæ d oʊ d	60	shadow	shadowed	∅ -> d	regular	NA	ʃˈædo	ʃˈædod
s l ˈɪ t	s l ˈɪ t	60	slit	slit	no_change	irregular	NA	slˈɪt	slˈɪt
s ˈoʊ ʃ ə l aɪ z	s ˈoʊ ʃ ə l aɪ z d	60	socialize	socialized	∅ -> d	regular	NA	sˈoʃəlYz	sˈoʃəlYzd
s p l ˈɪ n t ɚ	s p l ˈɪ n t ɚ d	60	splinter	splintered	∅ -> d	regular	NA	splˈɪntɚ	splˈɪntɚd
