# Google doc
lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_orig	past_orig
p ɚ s ɪ v ˈi ɹ	p ɚ s ɪ v ˈi ɹ d	60	persevere	persevered	∅ -> d	regular	NA	pŐsIvČir	pŐsIvČird
p ɹ ɪ d ˈa m ɪ n eɪ t	p ɹ ɪ d ˈa m ɪ n eɪ t ə d	60	predominate	predominated	∅ -> ɪ d	regular	NA	prIdČamInet	prIdČamInetŤd
ɹ i ˈoʊ p ə n	ɹ i ˈoʊ p ə n d	60	reopen	reopened	∅ -> d	regular	NA	riČopŤn	riČopŤnd
ɹ ˈɪ d ɪ k j u l	ɹ ˈɪ d ɪ k j u l d	60	ridicule	ridiculed	∅ -> d	regular	NA	rČIdIkjul	rČIdIkjuld
s ə l ˈu t	s ə l ˈu t ə d	60	salute	saluted	∅ -> ɪ d	regular	NA	sŤlČut	sŤlČutŤd
ʃ ˈæ d oʊ	ʃ ˈæ d oʊ d	60	shadow	shadowed	∅ -> d	regular	NA	SČQdo	SČQdod
s l ˈɪ t	s l ˈɪ t	60	slit	slit	no_change	irregular	NA	slČIt	slČIt
s ˈoʊ ʃ ə l aɪ z	s ˈoʊ ʃ ə l aɪ z d	60	socialize	socialized	∅ -> d	regular	NA	sČoSŤlYz	sČoSŤlYzd
s p l ˈɪ n t ɚ	s p l ˈɪ n t ɚ d	60	splinter	splintered	∅ -> d	regular	NA	splČIntŐ	splČIntŐd
s u p ɚ s ˈi d	s u p ɚ s ˈi d ə d	60	supersede	superseded	∅ -> ɪ d	regular	NA	supŐsČid	supŐsČidŤd
t ˈaɪ l	t ˈaɪ l d	60	tile	tiled	∅ -> d	regular	NA	tČYl	tČYld
t ɹ æ n s p ˈaɪ ɚ	t ɹ æ n s p ˈaɪ ɚ d	60	transpire	transpired	∅ -> d	regular	NA	trQnspČYŐ	trQnspČYŐd
w ˈɛ l	w ˈɛ l d	60	well	welled	∅ -> d	regular	NA	wČEl	wČEld
b ˈɛ l tʃ	b ˈɛ l tʃ t	59	belch	belched	∅ -> t	regular	NA	bČElC	bČElCt
b ˈʌ k	b ˈʌ k t	59	buck	bucked	∅ -> t	regular	NA	bČĂk	bČĂkt
b ˈʌ n tʃ	b ˈʌ n tʃ t	59	bunch	bunched	∅ -> t	regular	NA	bČĂnC	bČĂnCt
k l ˈæ m ɚ	k l ˈæ m ɚ d	59	clamour	clamoured	∅ -> d	regular	NA	klČQmŐ	klČQmŐd
k l ˈɛ n z	k l ˈɛ n z d	59	cleanse	cleansed	∅ -> d	regular	NA	klČEnz	klČEnzd
d ɪ s t ɹ ˈʌ s t	d ɪ s t ɹ ˈʌ s t ə d	59	distrust	distrusted	∅ -> ɪ d	regular	NA	dIstrČĂst	dIstrČĂstŤd
d ɹ ˈʌ g	d ɹ ˈʌ g d	59	drug	drugged	∅ -> d	regular	NA	drČĂg	drČĂgd
ɪ n f l ˈeɪ t	ɪ n f l ˈeɪ t ə d	59	inflate	inflated	∅ -> ɪ d	regular	NA	InflČet	InflČetŤd
dʒ ˈʌ m b ə l	dʒ ˈʌ m b ə l d	59	jumble	jumbled	∅ -> d	regular	NA	JČĂmbŤl	JČĂmbŤld
l ˈʌ n dʒ	l ˈʌ n dʒ d	59	lunge	lunged	∅ -> d	regular	NA	lČĂnJ	lČĂnJd
m j ˈu z	m j ˈu z d	59	muse	mused	∅ -> d	regular	NA	mjČuz	mjČuzd
f ɹ ˈeɪ z	f ɹ ˈeɪ z d	59	phrase	phrased	∅ -> d	regular	NA	frČez	frČezd
p ɹ ˈeɪ	p ɹ ˈeɪ d	59	prey	preyed	∅ -> d	regular	NA	prČe	prČed
p ˈɚ	p ˈɚ d	59	purr	purred	∅ -> d	regular	NA	pČŐ	pČŐd
ɹ ˈæ m	ɹ ˈæ m d	59	ram	rammed	∅ -> d	regular	NA	rČQm	rČQmd
s ˈæ d ə n	s ˈæ d ə n d	59	sadden	saddened	∅ -> d	regular	NA	sČQdŤn	sČQdŤnd
s k ˈɪ d	s k ˈɪ d ə d	59	skid	skidded	∅ -> ɪ d	regular	NA	skČId	skČIdŤd
s t ˈʌ d	s t ˈʌ d ə d	59	stud	studded	∅ -> ɪ d	regular	NA	stČĂd	stČĂdŤd
t ɹ ˈaɪ ə m f	t ɹ ˈaɪ ə m f t	59	triumph	triumphed	∅ -> t	regular	NA	trČYŤmf	trČYŤmft
ə v ˈɛ n dʒ	ə v ˈɛ n dʒ d	58	avenge	avenged	∅ -> d	regular	NA	ŤvČEnJ	ŤvČEnJd
b ɹ ˈeɪ k	b ɹ ˈeɪ k t	58	brake	braked	∅ -> t	regular	NA	brČek	brČekt
d ɪ l ˈu d	d ɪ l ˈu d ə d	58	delude	deluded	∅ -> ɪ d	regular	NA	dIlČud	dIlČudŤd
d ɪ n ˈoʊ t	d ɪ n ˈoʊ t ə d	58	denote	denoted	∅ -> ɪ d	regular	NA	dInČot	dInČotŤd
d ˈʌ b	d ˈʌ b d	58	dub	dubbed	∅ -> d	regular	NA	dČĂb	dČĂbd
ɪ n t ˈæ ŋ g ə l	ɪ n t ˈæ ŋ g ə l d	58	entangle	entangled	∅ -> d	regular	NA	IntČQNgŤl	IntČQNgŤld
ɪ g z ˈu d	ɪ g z ˈu d ə d	58	exude	exuded	∅ -> ɪ d	regular	NA	IgzČud	IgzČudŤd
h ˈɛ dʒ	h ˈɛ dʒ d	58	hedge	hedged	∅ -> d	regular	NA	hČEJ	hČEJd
p ˈɪ k ə l	p ˈɪ k ə l d	58	pickle	pickled	∅ -> d	regular	NA	pČIkŤl	pČIkŤld
ɹ ˈɛ l ɪ g eɪ t	ɹ ˈɛ l ɪ g eɪ t ə d	58	relegate	relegated	∅ -> ɪ d	regular	NA	rČElIget	rČElIgetŤd
ɹ i p l ˈeɪ	ɹ i p l ˈeɪ d	58	replay	replayed	∅ -> d	regular	NA	riplČe	riplČed
s k ˈɔ f	s k ˈɔ f t	58	scoff	scoffed	∅ -> t	regular	NA	skČf	skČft
s m ˈaɪ t	s m ˈoʊ t	58	smite	smote	a ɪ -> o	irregular	NA	smČYt	smČot
s n ˈi z	s n ˈi z d	58	sneeze	sneezed	∅ -> d	regular	NA	snČiz	snČizd
t ˈɔɪ l	t ˈɔɪ l d	58	toil	toiled	∅ -> d	regular	NA	tČOl	tČOld
t ˈoʊ t ə l	t ˈoʊ t ə l d	58	total	totalled	∅ -> d	regular	NA	tČotŤl	tČotŤld
t w ˈɚ l	t w ˈɚ l d	58	twirl	twirled	∅ -> d	regular	NA	twČŐl	twČŐld
w ˈoʊ ɹ ə n t	w ˈoʊ ɹ ə n t ə d	58	warrant	warranted	∅ -> ɪ d	regular	NA	wČorŤnt	wČorŤntŤd
ˈæ ŋ g ə l	ˈæ ŋ g ə l d	57	angle	angled	∅ -> d	regular	NA	ČQNgŤl	ČQNgŤld
b ˈɛ d	b ˈɛ d ə d	57	bed	bedded	∅ -> ɪ d	regular	NA	bČEd	bČEdŤd
s ɪ m ˈɛ n t	s ɪ m ˈɛ n t ə d	57	cement	cemented	∅ -> ɪ d	regular	NA	sImČEnt	sImČEntŤd
k ə m ˈɛ m ə ɹ eɪ t	k ə m ˈɛ m ə ɹ eɪ t ə d	57	commemorate	commemorated	∅ -> ɪ d	regular	NA	kŤmČEmŤret	kŤmČEmŤretŤd
k ə m p j ˈu t ɚ aɪ z	k ə m p j ˈu t ɚ aɪ z d	57	computerize	computerized	∅ -> d	regular	NA	kŤmpjČutŐYz	kŤmpjČutŐYzd
k ˈa n	k ˈa n d	57	con	conned	∅ -> d	regular	NA	kČan	kČand
d ɪ s ə b ˈeɪ	d ɪ s ə b ˈeɪ d	57	disobey	disobeyed	∅ -> d	regular	NA	dIsŤbČe	dIsŤbČed
ɪ k s t ˈɪ ŋ g w ɪ ʃ	ɪ k s t ˈɪ ŋ g w ɪ ʃ t	57	extinguish	extinguished	∅ -> t	regular	NA	IkstČINgwIS	IkstČINgwISt
f l ˈæ g	f l ˈæ g d	57	flag	flagged	∅ -> d	regular	NA	flČQg	flČQgd
g ɹ ˈaʊ n d	g ɹ ˈaʊ n d ə d	57	ground	grounded	∅ -> ɪ d	regular	NA	grČWnd	grČWndŤd
m ˈi ɹ ɚ	m ˈi ɹ ɚ d	57	mirror	mirrored	∅ -> d	regular	NA	mČirŐ	mČirŐd
n ˈɛ s ə l	n ˈɛ s ə l d	57	nestle	nestled	∅ -> d	regular	NA	nČEsŤl	nČEsŤld
p ˈɪ t	p ˈɪ t ə d	57	pit	pitted	∅ -> ɪ d	regular	NA	pČIt	pČItŤd
p ˈaʊ t	p ˈaʊ t ə d	57	pout	pouted	∅ -> ɪ d	regular	NA	pČWt	pČWtŤd
k w ˈi ɹ i	k w ˈi ɹ i d	57	query	queried	∅ -> d	regular	NA	kwČiri	kwČirid
ɹ ɪ b j ˈu k	ɹ ɪ b j ˈu k t	57	rebuke	rebuked	∅ -> t	regular	NA	rIbjČuk	rIbjČukt
ɹ ˈoʊ	ɹ ˈoʊ d	57	row	rowed	∅ -> d	regular	NA	rČo	rČod
s ˈæ m p ə l	s ˈæ m p ə l d	57	sample	sampled	∅ -> d	regular	NA	sČQmpŤl	sČQmpŤld
s ɪ k ɹ ˈi t	s ɪ k ɹ ˈi t ə d	57	secrete	secreted	∅ -> ɪ d	regular	NA	sIkrČit	sIkrČitŤd
ʃ ˈʌ n	ʃ ˈʌ n d	57	shun	shunned	∅ -> d	regular	NA	SČĂn	SČĂnd
s k ˈɪ n	s k ˈɪ n d	57	skin	skinned	∅ -> d	regular	NA	skČIn	skČInd
s k w ˈa n d ɚ	s k w ˈa n d ɚ d	57	squander	squandered	∅ -> d	regular	NA	skwČandŐ	skwČandŐd
s ə b d ˈu	s ə b d ˈu d	57	subdue	subdued	∅ -> d	regular	NA	sŤbdČu	sŤbdČud
t ˈɪ ŋ g ə l	t ˈɪ ŋ g ə l d	57	tingle	tingled	∅ -> d	regular	NA	tČINgŤl	tČINgŤld
ʌ p ɹ ˈu t	ʌ p ɹ ˈu t ə d	57	uproot	uprooted	∅ -> ɪ d	regular	NA	ĂprČut	ĂprČutŤd
v ˈi ɹ	v ˈi ɹ d	57	veer	veered	∅ -> d	regular	NA	vČir	vČird
w ˈoʊ ɹ p	w ˈoʊ ɹ p t	57	warp	warped	∅ -> t	regular	NA	wČorp	wČorpt
b l ˈa s ə m	b l ˈa s ə m d	56	blossom	blossomed	∅ -> d	regular	NA	blČasŤm	blČasŤmd
b ˈɚ d ə n	b ˈɚ d ə n d	56	burden	burdened	∅ -> d	regular	NA	bČŐdŤn	bČŐdŤnd
b ˈɚ oʊ	b ˈɚ oʊ d	56	burrow	burrowed	∅ -> d	regular	NA	bČŐo	bČŐod
b ˈʌ s t	b ˈʌ s t ə d	56	bust	busted	∅ -> ɪ d	regular	NA	bČĂst	bČĂstŤd
b ˈɪ z i	b ˈɪ z i d	56	busy	busied	∅ -> d	regular	NA	bČIzi	bČIzid
k ˈeɪ b ə l	k ˈeɪ b ə l d	56	cable	cabled	∅ -> d	regular	NA	kČebŤl	kČebŤld
k æ s t ɹ ˈeɪ t	k æ s t ɹ ˈeɪ t ə d	56	castrate	castrated	∅ -> ɪ d	regular	NA	kQstrČet	kQstrČetŤd
k l ˈæ ŋ	k l ˈæ ŋ d	56	clang	clanged	∅ -> d	regular	NA	klČQN	klČQNd
k ˈɔɪ n	k ˈɔɪ n d	56	coin	coined	∅ -> d	regular	NA	kČOn	kČOnd
k a n d ɪ s ˈɛ n d	k a n d ɪ s ˈɛ n d ə d	56	condescend	condescended	∅ -> ɪ d	regular	NA	kandIsČEnd	kandIsČEndŤd
k ˈoʊ ɹ n ɚ	k ˈoʊ ɹ n ɚ d	56	corner	cornered	∅ -> d	regular	NA	kČornŐ	kČornŐd
k ˈoʊ ɹ ə l eɪ t	k ˈoʊ ɹ ə l eɪ t ə d	56	correlate	correlated	∅ -> ɪ d	regular	NA	kČorŤlet	kČorŤletŤd
d ɪ p ˈoʊ ɹ t	d ɪ p ˈoʊ ɹ t ə d	56	deport	deported	∅ -> ɪ d	regular	NA	dIpČort	dIpČortŤd
d ˈɪ m	d ˈɪ m d	56	dim	dimmed	∅ -> d	regular	NA	dČIm	dČImd
d ɪ v ˈaɪ n	d ɪ v ˈaɪ n d	56	divine	divined	∅ -> d	regular	NA	dIvČYn	dIvČYnd
ˈi l ɔ ŋ g eɪ t	ˈi l ɔ ŋ g eɪ t ə d	56	elongate	elongated	∅ -> ɪ d	regular	NA	ČilNget	ČilNgetŤd
ɪ ɹ ˈæ d ə k eɪ t	ɪ ɹ ˈæ d ə k eɪ t ə d	56	eradicate	eradicated	∅ -> ɪ d	regular	NA	IrČQdŤket	IrČQdŤketŤd
f l ˈɪ t	f l ˈɪ t ə d	56	flit	flitted	∅ -> ɪ d	regular	NA	flČIt	flČItŤd
f ˈoʊ ɹ ɪ dʒ	f ˈoʊ ɹ ɪ dʒ d	56	forage	foraged	∅ -> d	regular	NA	fČorIJ	fČorIJd
h ˈu t	h ˈu t ə d	56	hoot	hooted	∅ -> ɪ d	regular	NA	hČut	hČutŤd
ˈaɪ s	ˈaɪ s t	56	ice	iced	∅ -> t	regular	NA	ČYs	ČYst
ɪ m p ˈɛ l	ɪ m p ˈɛ l d	56	impel	impelled	∅ -> d	regular	NA	ImpČEl	ImpČEld
ˈɪ m p l ɪ k eɪ t	ˈɪ m p l ɪ k eɪ t ə d	56	implicate	implicated	∅ -> ɪ d	regular	NA	ČImplIket	ČImplIketŤd
dʒ ˈoʊ l t	dʒ ˈoʊ l t ə d	56	jolt	jolted	∅ -> ɪ d	regular	NA	JČolt	JČoltŤd
m ˈɛ d ə l	m ˈɛ d ə l d	56	meddle	meddled	∅ -> d	regular	NA	mČEdŤl	mČEdŤld
ˈaʊ t l ɔ	ˈaʊ t l ɔ d	56	outlaw	outlawed	∅ -> d	regular	NA	ČWtl	ČWtld
p ˈa ɹ tʃ	p ˈa ɹ tʃ t	56	parch	parched	∅ -> t	regular	NA	pČarC	pČarCt
p ˈa ɹ d ə n	p ˈa ɹ d ə n d	56	pardon	pardoned	∅ -> d	regular	NA	pČardŤn	pČardŤnd
ɹ ɪ v ˈoʊ l t	ɹ ɪ v ˈoʊ l t ə d	56	revolt	revolted	∅ -> ɪ d	regular	NA	rIvČolt	rIvČoltŤd
s k w ˈɚ t	s k w ˈɚ t ə d	56	squirt	squirted	∅ -> ɪ d	regular	NA	skwČŐt	skwČŐtŤd
s t ˈæ m ɚ	s t ˈæ m ɚ d	56	stammer	stammered	∅ -> d	regular	NA	stČQmŐ	stČQmŐd
s t ˈoʊ	s t ˈoʊ d	56	stow	stowed	∅ -> d	regular	NA	stČo	stČod
s ɚ p ˈæ s	s ɚ p ˈæ s t	56	surpass	surpassed	∅ -> t	regular	NA	sŐpČQs	sŐpČQst
t ˈi ð	t ˈi ð d	56	teethe	teethed	∅ -> d	regular	NA	tČiD	tČiDd
t ˈɪ ŋ k ə l	t ˈɪ ŋ k ə l d	56	tinkle	tinkled	∅ -> d	regular	NA	tČINkŤl	tČINkŤld
w ˈaɪ t w ɔ ʃ	w ˈaɪ t w ɔ ʃ t	56	whitewash	whitewashed	∅ -> t	regular	NA	wČYtwS	wČYtwSt
tʃ ˈaɪ m	tʃ ˈaɪ m d	55	chime	chimed	∅ -> d	regular	NA	CČYm	CČYmd
k ˈa n f ɪ s k eɪ t	k ˈa n f ɪ s k eɪ t ə d	55	confiscate	confiscated	∅ -> ɪ d	regular	NA	kČanfIsket	kČanfIsketŤd
k ə n t ˈoʊ ɹ t	k ə n t ˈoʊ ɹ t ə d	55	contort	contorted	∅ -> ɪ d	regular	NA	kŤntČort	kŤntČortŤd
d ˈæ m p ə n	d ˈæ m p ə n d	55	dampen	dampened	∅ -> d	regular	NA	dČQmpŤn	dČQmpŤnd
ˈɛ m ɪ g ɹ eɪ t	ˈɛ m ɪ g ɹ eɪ t ə d	55	emigrate	emigrated	∅ -> ɪ d	regular	NA	ČEmIgret	ČEmIgretŤd
ɪ n t ɹ ˈæ n s	ɪ n t ɹ ˈæ n s t	55	entrance	entranced	∅ -> t	regular	NA	IntrČQns	IntrČQnst
ɪ k s ˈɛ l	ɪ k s ˈɛ l d	55	excel	excelled	∅ -> d	regular	NA	IksČEl	IksČEld
f l ˈa k	f l ˈa k t	55	flock	flocked	∅ -> t	regular	NA	flČak	flČakt
f ˈoʊ ɹ f ɪ t	f ˈoʊ ɹ f ɪ t ə d	55	forfeit	forfeited	∅ -> ɪ d	regular	NA	fČorfIt	fČorfItŤd
dʒ ˈeɪ l	dʒ ˈeɪ l d	55	jail	jailed	∅ -> d	regular	NA	JČel	JČeld
l ə m ˈɛ n t	l ə m ˈɛ n t ə d	55	lament	lamented	∅ -> ɪ d	regular	NA	lŤmČEnt	lŤmČEntŤd
m ˈɛ k ə n aɪ z	m ˈɛ k ə n aɪ z d	55	mechanize	mechanized	∅ -> d	regular	NA	mČEkŤnYz	mČEkŤnYzd
m ˈoʊ ɹ	m ˈoʊ ɹ d	55	moor	moored	∅ -> d	regular	NA	mČor	mČord
ˈoʊ ɹ i ə n t	ˈoʊ ɹ i ə n t ə d	55	orient	oriented	∅ -> ɪ d	regular	NA	ČoriŤnt	ČoriŤntŤd
p ˈɛ d ə l	p ˈɛ d ə l d	55	pedal	pedalled	∅ -> d	regular	NA	pČEdŤl	pČEdŤld
p ˈi n ə l aɪ z	p ˈi n ə l aɪ z d	55	penalize	penalized	∅ -> d	regular	NA	pČinŤlYz	pČinŤlYzd
p ɹ oʊ t ɹ ˈæ k t	p ɹ oʊ t ɹ ˈæ k t ə d	55	protract	protracted	∅ -> ɪ d	regular	NA	protrČQkt	protrČQktŤd
s t ˈeɪ ɹ i oʊ t aɪ p	s t ˈeɪ ɹ i oʊ t aɪ p t	55	stereotype	stereotyped	∅ -> t	regular	NA	stČeriotYp	stČeriotYpt
s t ɹ ˈʌ t	s t ɹ ˈʌ t ə d	55	strut	strutted	∅ -> ɪ d	regular	NA	strČĂt	strČĂtŤd
b ɪ s ˈi dʒ	b ɪ s ˈi dʒ d	54	besiege	besieged	∅ -> d	regular	NA	bIsČiJ	bIsČiJd
b ɹ ˈaʊ z	b ɹ ˈaʊ z d	54	browse	browsed	∅ -> d	regular	NA	brČWz	brČWzd
k ɹ ˈoʊ	k ɹ ˈoʊ d	54	crow	crowed	∅ -> d	regular	NA	krČo	krČod
ɪ k s p ˈaʊ n d	ɪ k s p ˈaʊ n d ə d	54	expound	expounded	∅ -> ɪ d	regular	NA	IkspČWnd	IkspČWndŤd
f l ˈaʊ n d ɚ	f l ˈaʊ n d ɚ d	54	flounder	floundered	∅ -> d	regular	NA	flČWndŐ	flČWndŐd
f ɹ ˈæ k tʃ ɚ	f ɹ ˈæ k tʃ ɚ d	54	fracture	fractured	∅ -> d	regular	NA	frČQkCŐ	frČQkCŐd
g ˈæ g	g ˈæ g d	54	gag	gagged	∅ -> d	regular	NA	gČQg	gČQgd
g ˈa ɹ d ə n	g ˈa ɹ d ə n d	54	garden	gardened	∅ -> d	regular	NA	gČardŤn	gČardŤnd
g ˈɚ g ə l	g ˈɚ g ə l d	54	gurgle	gurgled	∅ -> d	regular	NA	gČŐgŤl	gČŐgŤld
g ˈʌ ʃ	g ˈʌ ʃ t	54	gush	gushed	∅ -> t	regular	NA	gČĂS	gČĂSt
aɪ d ˈi ə l aɪ z	aɪ d ˈi ə l aɪ z d	54	idealize	idealized	∅ -> d	regular	NA	YdČiŤlYz	YdČiŤlYzd
ɪ n d ˈaɪ t	ɪ n d ˈaɪ t ə d	54	indict	indicted	∅ -> ɪ d	regular	NA	IndČYt	IndČYtŤd
m ˈi d i eɪ t	m ˈi d i eɪ t ə d	54	mediate	mediated	∅ -> ɪ d	regular	NA	mČidiet	mČidietŤd
p l ˈeɪ k eɪ t	p l ˈeɪ k eɪ t ə d	54	placate	placated	∅ -> ɪ d	regular	NA	plČeket	plČeketŤd
p j ˈʊ ɹ ɪ f aɪ	p j ˈʊ ɹ ɪ f aɪ d	54	purify	purified	∅ -> d	regular	NA	pjČUrIfY	pjČUrIfYd
ɹ ˈæ v ɪ dʒ	ɹ ˈæ v ɪ dʒ d	54	ravage	ravaged	∅ -> d	regular	NA	rČQvIJ	rČQvIJd
ɹ i l ˈeɪ	ɹ i l ˈeɪ d	54	relay	relayed	∅ -> d	regular	NA	rilČe	rilČed
ɹ ɪ t ɹ ˈæ k t	ɹ ɪ t ɹ ˈæ k t ə d	54	retract	retracted	∅ -> ɪ d	regular	NA	rItrČQkt	rItrČQktŤd
θ ˈɔ	θ ˈɔ d	54	thaw	thawed	∅ -> d	regular	NA	TČ	TČd
t ɹ ə v ˈɚ s	t ɹ ə v ˈɚ s t	54	traverse	traversed	∅ -> t	regular	NA	trŤvČŐs	trŤvČŐst
w ˈɪ l t	w ˈɪ l t ə d	54	wilt	wilted	∅ -> ɪ d	regular	NA	wČIlt	wČIltŤd
ə l ˈaɪ t	ə l ˈaɪ t ə d	53	alight	alighted	∅ -> ɪ d	regular	NA	ŤlČYt	ŤlČYtŤd
b ɹ ˈæ n tʃ	b ɹ ˈæ n tʃ t	53	branch	branched	∅ -> t	regular	NA	brČQnC	brČQnCt
d i dʒ ˈɛ n ɚ eɪ t	d i dʒ ˈɛ n ɚ eɪ t ə d	53	degenerate	degenerated	∅ -> ɪ d	regular	NA	diJČEnŐet	diJČEnŐetŤd
d ɪ s t ˈɪ l	d ɪ s t ˈɪ l d	53	distil	distilled	∅ -> d	regular	NA	dIstČIl	dIstČIld
ˈɛ tʃ	ˈɛ tʃ t	53	etch	etched	∅ -> t	regular	NA	ČEC	ČECt
f ˈaʊ l	f ˈaʊ l d	53	foul	fouled	∅ -> d	regular	NA	fČWl	fČWld
m ˈɔ l	m ˈɔ l d	53	maul	mauled	∅ -> d	regular	NA	mČl	mČld
m ˈɪ s t ɪ f aɪ	m ˈɪ s t ɪ f aɪ d	53	mystify	mystified	∅ -> d	regular	NA	mČIstIfY	mČIstIfYd
n ˈɔ z i eɪ t	n ˈɔ z i eɪ t ə d	53	nauseate	nauseated	∅ -> ɪ d	regular	NA	nČziet	nČzietŤd
oʊ v ɚ ɹ ˈaɪ d	oʊ v ɚ ɹ ˈoʊ d	53	override	overrode	a ɪ -> o	irregular	NA	ovŐrČYd	ovŐrČod
p ˈɚ m i eɪ t	p ˈɚ m i eɪ t ə d	53	permeate	permeated	∅ -> ɪ d	regular	NA	pČŐmiet	pČŐmietŤd
p ˈɪ k ɪ t	p ˈɪ k ɪ t ə d	53	picket	picketed	∅ -> ɪ d	regular	NA	pČIkIt	pČIkItŤd
p ˈɪ t i	p ˈɪ t i d	53	pity	pitied	∅ -> d	regular	NA	pČIti	pČItid
p ɹ i s ə p ˈoʊ z	p ɹ i s ə p ˈoʊ z d	53	presuppose	presupposed	∅ -> d	regular	NA	prisŤpČoz	prisŤpČozd
ɹ ˈɛ m ə d i	ɹ ˈɛ m ə d i d	53	remedy	remedied	∅ -> d	regular	NA	rČEmŤdi	rČEmŤdid
ɹ ˈʌ s t	ɹ ˈʌ s t ə d	53	rust	rusted	∅ -> ɪ d	regular	NA	rČĂst	rČĂstŤd
s k ɹ ˈæ b ə l	s k ɹ ˈæ b ə l d	53	scrabble	scrabbled	∅ -> d	regular	NA	skrČQbŤl	skrČQbŤld
s p ˈu n	s p ˈu n d	53	spoon	spooned	∅ -> d	regular	NA	spČun	spČund
s ɚ m ˈaʊ n t	s ɚ m ˈaʊ n t ə d	53	surmount	surmounted	∅ -> ɪ d	regular	NA	sŐmČWnt	sŐmČWntŤd
j ˈu ɹ ɪ n eɪ t	j ˈu ɹ ɪ n eɪ t ə d	53	urinate	urinated	∅ -> ɪ d	regular	NA	jČurInet	jČurInetŤd
b ˈeɪ l	b ˈeɪ l d	52	bail	bailed	∅ -> d	regular	NA	bČel	bČeld
b ɹ ˈæ n d	b ɹ ˈæ n d ə d	52	brand	branded	∅ -> ɪ d	regular	NA	brČQnd	brČQndŤd
k ˈa ɹ t	k ˈa ɹ t ə d	52	cart	carted	∅ -> ɪ d	regular	NA	kČart	kČartŤd
k l ˈa t	k l ˈa t ə d	52	clot	clotted	∅ -> ɪ d	regular	NA	klČat	klČatŤd
g l ˈu	g l ˈu d	52	glue	glued	∅ -> d	regular	NA	glČu	glČud
h ˈɪ n dʒ	h ˈɪ n dʒ d	52	hinge	hinged	∅ -> d	regular	NA	hČInJ	hČInJd
n ˈi d	n ˈi d ə d	52	knead	kneaded	∅ -> ɪ d	regular	NA	nČid	nČidŤd
m ˈoʊ t ɚ	m ˈoʊ t ɚ d	52	motor	motored	∅ -> d	regular	NA	mČotŐ	mČotŐd
oʊ v ɚ ʃ ˈæ d oʊ	oʊ v ɚ ʃ ˈæ d oʊ d	52	overshadow	overshadowed	∅ -> d	regular	NA	ovŐSČQdo	ovŐSČQdod
ɹ i d ɪ s t ɹ ˈɪ b j u t	ɹ i d ɪ s t ɹ ˈɪ b j u t ə d	52	redistribute	redistributed	∅ -> ɪ d	regular	NA	ridIstrČIbjut	ridIstrČIbjutŤd
ɹ i l ˈɪ v	ɹ i l ˈɪ v d	52	relive	relived	∅ -> d	regular	NA	rilČIv	rilČIvd
ɹ ɪ p ˈi l	ɹ ɪ p ˈi l d	52	repeal	repealed	∅ -> d	regular	NA	rIpČil	rIpČild
ɹ ɪ p j ˈu d i eɪ t	ɹ ɪ p j ˈu d i eɪ t ə d	52	repudiate	repudiated	∅ -> ɪ d	regular	NA	rIpjČudiet	rIpjČudietŤd
ʃ ˈoʊ l d ɚ	ʃ ˈoʊ l d ɚ d	52	shoulder	shouldered	∅ -> d	regular	NA	SČoldŐ	SČoldŐd
t ɹ ˈæ m p	t ɹ ˈæ m p t	52	tramp	tramped	∅ -> t	regular	NA	trČQmp	trČQmpt
t ɹ ˈu p	t ɹ ˈu p t	52	troop	trooped	∅ -> t	regular	NA	trČup	trČupt
t ɹ ˈʌ n d ə l	t ɹ ˈʌ n d ə l d	52	trundle	trundled	∅ -> d	regular	NA	trČĂndŤl	trČĂndŤld
ʌ n v ˈeɪ l	ʌ n v ˈeɪ l d	52	unveil	unveiled	∅ -> d	regular	NA	ĂnvČel	ĂnvČeld
w ˈa l oʊ	w ˈa l oʊ d	52	wallow	wallowed	∅ -> d	regular	NA	wČalo	wČalod
æ p ɹ ɪ h ˈɛ n d	æ p ɹ ɪ h ˈɛ n d ə d	51	apprehend	apprehended	∅ -> ɪ d	regular	NA	QprIhČEnd	QprIhČEndŤd
ə p ɹ ˈoʊ p ɹ i eɪ t	ə p ɹ ˈoʊ p ɹ i eɪ t ə d	51	appropriate	appropriated	∅ -> ɪ d	regular	NA	ŤprČopriet	ŤprČoprietŤd
k ə n f ˈaʊ n d	k ə n f ˈaʊ n d ə d	51	confound	confounded	∅ -> ɪ d	regular	NA	kŤnfČWnd	kŤnfČWndŤd
d ɪ s ˈaɪ f ɚ	d ɪ s ˈaɪ f ɚ d	51	decipher	deciphered	∅ -> d	regular	NA	dIsČYfŐ	dIsČYfŐd
d ɪ s ə p ˈɔɪ n t	d ɪ s ə p ˈɔɪ n t ə d	51	disappoint	disappointed	∅ -> ɪ d	regular	NA	dIsŤpČOnt	dIsŤpČOntŤd
ɪ l ˈæ p s	ɪ l ˈæ p s t	51	elapse	elapsed	∅ -> t	regular	NA	IlČQps	IlČQpst
ˈeɪ ɹ	ˈeɪ ɹ d	51	err	erred	∅ -> d	regular	NA	Čer	Čerd
f ˈeɪ ɹ	f ˈeɪ ɹ d	51	fare	fared	∅ -> d	regular	NA	fČer	fČerd
