level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
22345	30054	v ə r oː r d eː l ə	v ə r oː r d eː l d ə	veroordelen	veroordeelden	⋊ v ə r oː r d eː l ə ⋉	⋊ v ə r oː r d eː l d ə ⋉
22377	30096	k ɔ ŋ ɣ l oː m ə r eː r ə	k ɔ ŋ ɣ l oː m ə r eː r d ə	conglomereren	conglomereerden	⋊ k ɔ ŋ ɣ l oː m ə r eː r ə ⋉	⋊ k ɔ ŋ ɣ l oː m ə r eː r d ə ⋉
22390	30111	v ɔ x t ə	v ɔ x t ə	vochten	vochtten	⋊ v ɔ x t ə ⋉	⋊ v ɔ x t ə ⋉
22394	30116	v oː r t s ɛ ɣ ə	v oː r t s ɛɪ d ə	voortzeggen	voortzeiden	⋊ v oː r t s ɛ ɣ ə ⋉	⋊ v oː r t s ɛ ɪ d ə ⋉
22396	30119	d oː r p l ʊɪ z ə	d oː r p l oː z ə	doorpluizen	doorplozen	⋊ d oː r p l ʊ ɪ z ə ⋉	⋊ d oː r p l oː z ə ⋉
22397	30120	aː eː r eː r ə	aː eː r eː r d ə	aereren	aereerden	⋊ aː eː r eː r ə ⋉	⋊ aː eː r eː r d ə ⋉
22406	30133	v ə r l ɑ m ə	v ə r l ɑ m d ə	verlammen	verlamden	⋊ v ə r l ɑ m ə ⋉	⋊ v ə r l ɑ m d ə ⋉
22409	30136	iː s oː m eː r iː z eː r ə	iː s oː m eː r iː z eː r d ə	isomeriseren	isomeriseerden	⋊ iː s oː m eː r iː z eː r ə ⋉	⋊ iː s oː m eː r iː z eː r d ə ⋉
22411	30140	s aː m ə n s p ɑ n ə	s aː m ə n s p ɑ n d ə	samenspannen	samenspanden	⋊ s aː m ə n s p ɑ n ə ⋉	⋊ s aː m ə n s p ɑ n d ə ⋉
22415	30145	ɪ n uː f ə n ə	ɪ n uː f ə n d ə	inoefenen	inoefenden	⋊ ɪ n uː f ə n ə ⋉	⋊ ɪ n uː f ə n d ə ⋉
22422	30153	x l aː r iː j ə	x l aː r iː d ə	glarien	glarieden	⋊ x l aː r iː j ə ⋉	⋊ x l aː r iː d ə ⋉
22434	30172	ɑ f ʃ ɔ k ə	ɑ f ʃ ɔ k t ə	afsjokken	afsjokten	⋊ ɑ f ʃ ɔ k ə ⋉	⋊ ɑ f ʃ ɔ k t ə ⋉
22437	30176	s ɛ n t ə r ə	s ɛ n t ə r d ə	centeren	centerden	⋊ s ɛ n t ə r ə ⋉	⋊ s ɛ n t ə r d ə ⋉
22442	30181	w ɑʊ w ə l ə	w ɑʊ w ə l d ə	wauwelen	wauwelden	⋊ w ɑ ʊ w ə l ə ⋉	⋊ w ɑ ʊ w ə l d ə ⋉
22446	30187	z w ɛ l ɣ ə	z w ɔ l ɣ ə	zwelgen	zwolgen	⋊ z w ɛ l ɣ ə ⋉	⋊ z w ɔ l ɣ ə ⋉
22448	30190	aː m oː v eː r ə	aː m oː v eː r d ə	amoveren	amoveerden	⋊ aː m oː v eː r ə ⋉	⋊ aː m oː v eː r d ə ⋉
22455	30200	r ɛɪ m ə l ə	r ɛɪ m ə l d ə	rijmelen	rijmelden	⋊ r ɛ ɪ m ə l ə ⋉	⋊ r ɛ ɪ m ə l d ə ⋉
22471	30219	ɔ p r uː j ə	ɔ p r uː j d ə	oproeien	oproeiden	⋊ ɔ p r uː j ə ⋉	⋊ ɔ p r uː j d ə ⋉
22503	30268	k ɔ n t aː m iː n eː r ə	k ɔ n t aː m iː n eː r d ə	contamineren	contamineerden	⋊ k ɔ n t aː m iː n eː r ə ⋉	⋊ k ɔ n t aː m iː n eː r d ə ⋉
22507	30273	b ə k ɛ n ə	b ə k ɛ n d ə	bekennen	bekenden	⋊ b ə k ɛ n ə ⋉	⋊ b ə k ɛ n d ə ⋉
22522	30291	b l ɑ n ʃ eː r ə	b l ɑ n ʃ eː r d ə	blancheren	blancheerden	⋊ b l ɑ n ʃ eː r ə ⋉	⋊ b l ɑ n ʃ eː r d ə ⋉
22525	30295	aː ŋ ɣ r ɪ m ə	aː ŋ ɣ r ɪ m d ə	aangrimmen	aangrimden	⋊ aː ŋ ɣ r ɪ m ə ⋉	⋊ aː ŋ ɣ r ɪ m d ə ⋉
22527	30298	ɔ n d ə r d uː n	ɔ n d ə r d eː d ə	onderdoen	onderdeden	⋊ ɔ n d ə r d uː n ⋉	⋊ ɔ n d ə r d eː d ə ⋉
22535	30313	l aː r ə	l aː r d ə	leuren	leurden	⋊ l aː r ə ⋉	⋊ l aː r d ə ⋉
22539	30317	x r ɪ l eː r ə	x r ɪ l eː r d ə	grilleren	grilleerden	⋊ x r ɪ l eː r ə ⋉	⋊ x r ɪ l eː r d ə ⋉
22544	30324	yː n iː f iː s eː r ə	yː n iː f iː s eː r d ə	unificeren	unificeerden	⋊ yː n iː f iː s eː r ə ⋉	⋊ yː n iː f iː s eː r d ə ⋉
22556	30338	m ɔ ŋ k ə	m ɔ ŋ k t ə	monken	monkten	⋊ m ɔ ŋ k ə ⋉	⋊ m ɔ ŋ k t ə ⋉
22569	30353	ʊɪ t s iː n	ʊɪ t s aː ɣ ə	uitzien	uitzagen	⋊ ʊ ɪ t s iː n ⋉	⋊ ʊ ɪ t s aː ɣ ə ⋉
22571	30355	v ə r z iː d ə	v ə r z iː d ə	verzieden	verziedden	⋊ v ə r z iː d ə ⋉	⋊ v ə r z iː d ə ⋉
22573	30357	b ə p uː d ə r ə	b ə p uː d ə r d ə	bepoederen	bepoederden	⋊ b ə p uː d ə r ə ⋉	⋊ b ə p uː d ə r d ə ⋉
22577	30361	k l eː d ə	k l eː d ə	kleden	kleedden	⋊ k l eː d ə ⋉	⋊ k l eː d ə ⋉
22589	30376	v oː r d yː w ə	v oː r d yː w d ə	voortduwen	voortduwden	⋊ v oː r d yː w ə ⋉	⋊ v oː r d yː w d ə ⋉
22616	30413	t ʊ s ə v uː ɣ ə	t ʊ s ə v uː ɣ d ə	tussenvoegen	tussenvoegden	⋊ t ʊ s ə v uː ɣ ə ⋉	⋊ t ʊ s ə v uː ɣ d ə ⋉
22617	30415	v oː r b ə r ɛɪ d ə	v oː r b ə r ɛɪ d ə	voorbereiden	voorbereidden	⋊ v oː r b ə r ɛ ɪ d ə ⋉	⋊ v oː r b ə r ɛ ɪ d ə ⋉
22627	30427	m ɔ r ə	m ɔ r d ə	morren	morden	⋊ m ɔ r ə ⋉	⋊ m ɔ r d ə ⋉
22632	30432	ɔ n t l ʊɪ z ə	ɔ n t l ʊɪ z d ə	ontluizen	ontluisden	⋊ ɔ n t l ʊ ɪ z ə ⋉	⋊ ɔ n t l ʊ ɪ z d ə ⋉
22642	30455	v oː r s t aː n	v oː r s t ɔ n d ə	voorstaan	voorstonden	⋊ v oː r s t aː n ⋉	⋊ v oː r s t ɔ n d ə ⋉
22643	30456	l ɑ ŋ s k oː m ə	l ɑ ŋ s k w aː m ə	langskomen	langskwamen	⋊ l ɑ ŋ s k oː m ə ⋉	⋊ l ɑ ŋ s k w aː m ə ⋉
22646	30461	w ɛ ɣ r uː p ə	w ɛ ɣ r iː p ə	wegroepen	wegriepen	⋊ w ɛ ɣ r uː p ə ⋉	⋊ w ɛ ɣ r iː p ə ⋉
22651	30469	ɔ p ɛɪ s ə	ɔ p ɛɪ s t ə	opeisen	opeisten	⋊ ɔ p ɛ ɪ s ə ⋉	⋊ ɔ p ɛ ɪ s t ə ⋉
22656	30474	s t ɛɪ v ə	s t eː v ə	stijven	steven	⋊ s t ɛ ɪ v ə ⋉	⋊ s t eː v ə ⋉
22668	30493	b ʊɪ t ə s l ʊɪ t ə	b ʊɪ t ə s l oː t ə	buitensluiten	buitensloten	⋊ b ʊ ɪ t ə s l ʊ ɪ t ə ⋉	⋊ b ʊ ɪ t ə s l oː t ə ⋉
22675	30502	ɑ f k l ɪ m ə	ɑ f k l ɔ m ə	afklimmen	afklommen	⋊ ɑ f k l ɪ m ə ⋉	⋊ ɑ f k l ɔ m ə ⋉
22677	30505	k n ɛ l ə	k n ɛ l d ə	knellen	knelden	⋊ k n ɛ l ə ⋉	⋊ k n ɛ l d ə ⋉
22678	30506	b l ɪ k ə r ə	b l ɪ k ə r d ə	blikkeren	blikkerden	⋊ b l ɪ k ə r ə ⋉	⋊ b l ɪ k ə r d ə ⋉
22689	30520	k n ɑ l ə	k n ɑ l d ə	knallen	knalden	⋊ k n ɑ l ə ⋉	⋊ k n ɑ l d ə ⋉
22690	30521	v oː r ʊɪ t l oː p ə	v oː r ʊɪ t l iː p ə	vooruitlopen	vooruitliepen	⋊ v oː r ʊ ɪ t l oː p ə ⋉	⋊ v oː r ʊ ɪ t l iː p ə ⋉
22696	30527	b ə h uː v ə	b ə h uː v d ə	behoeven	behoefden	⋊ b ə h uː v ə ⋉	⋊ b ə h uː v d ə ⋉
22700	30532	b uː l eː r ə	b uː l eː r d ə	boeleren	boeleerden	⋊ b uː l eː r ə ⋉	⋊ b uː l eː r d ə ⋉
22707	30545	ɔ b d ʊɪ k ə	ɔ b d oː k ə	opduiken	opdoken	⋊ ɔ b d ʊ ɪ k ə ⋉	⋊ ɔ b d oː k ə ⋉
22710	30549	b ə m aː b ə l ə	b ə m aː b ə l d ə	bemeubelen	bemeubelden	⋊ b ə m aː b ə l ə ⋉	⋊ b ə m aː b ə l d ə ⋉
22714	30554	s aː m ə ŋ k n oː p ə	s aː m ə ŋ k n oː p t ə	samenknopen	samenknoopten	⋊ s aː m ə ŋ k n oː p ə ⋉	⋊ s aː m ə ŋ k n oː p t ə ⋉
22723	30568	m aː k ə	m aː k t ə	maken	maakten	⋊ m aː k ə ⋉	⋊ m aː k t ə ⋉
22725	30572	k ɑ r n ə	k ɑ r n d ə	karnen	karnden	⋊ k ɑ r n ə ⋉	⋊ k ɑ r n d ə ⋉
22728	30575	v ə r w uː s t ə	v ə r w uː s t ə	verwoesten	verwoestten	⋊ v ə r w uː s t ə ⋉	⋊ v ə r w uː s t ə ⋉
22744	30598	v ə r h iː p oː t eː k eː r ə	v ə r h iː p oː t eː k eː r d ə	verhypothekeren	verhypothekeerden	⋊ v ə r h iː p oː t eː k eː r ə ⋉	⋊ v ə r h iː p oː t eː k eː r d ə ⋉
22745	30599	z w eː f l iː ɣ ə	z w eː f l iː ɣ d ə	zweefvliegen	zweefvliegden	⋊ z w eː f l iː ɣ ə ⋉	⋊ z w eː f l iː ɣ d ə ⋉
22749	30606	n aː t yː r aː l iː z eː r ə	n aː t yː r aː l iː z eː r d ə	naturaliseren	naturaliseerden	⋊ n aː t yː r aː l iː z eː r ə ⋉	⋊ n aː t yː r aː l iː z eː r d ə ⋉
22751	30608	aː m p l ɛ m p ə	aː m p l ɛ m p t ə	aanplempen	aanplempten	⋊ aː m p l ɛ m p ə ⋉	⋊ aː m p l ɛ m p t ə ⋉
22766	30633	v ə r n uː m ə	v ə r n uː m d ə	vernoemen	vernoemden	⋊ v ə r n uː m ə ⋉	⋊ v ə r n uː m d ə ⋉
22780	30656	r eː k w iː r eː r ə	r eː k w iː r eː r d ə	rekwireren	rekwireerden	⋊ r eː k w iː r eː r ə ⋉	⋊ r eː k w iː r eː r d ə ⋉
22786	30664	k n iː p oː t ə	k n iː p oː t ə	kniepoten	kniepootten	⋊ k n iː p oː t ə ⋉	⋊ k n iː p oː t ə ⋉
22796	30680	v ə r t r ɑ p ə l ə	v ə r t r ɑ p ə l d ə	vertrappelen	vertrappelden	⋊ v ə r t r ɑ p ə l ə ⋉	⋊ v ə r t r ɑ p ə l d ə ⋉
22799	30683	h ɔ b ə l ə	h ɔ b ə l d ə	hobbelen	hobbelden	⋊ h ɔ b ə l ə ⋉	⋊ h ɔ b ə l d ə ⋉
22800	30684	r aː t iː f iː s eː r ə	r aː t iː f iː s eː r d ə	ratificeren	ratificeerden	⋊ r aː t iː f iː s eː r ə ⋉	⋊ r aː t iː f iː s eː r d ə ⋉
22810	30698	r ɔ n t s iː n	r ɔ n t s aː ɣ ə	rondzien	rondzagen	⋊ r ɔ n t s iː n ⋉	⋊ r ɔ n t s aː ɣ ə ⋉
22820	30710	s ɛ r eː r ə	s ɛ r eː r d ə	serreren	serreerden	⋊ s ɛ r eː r ə ⋉	⋊ s ɛ r eː r d ə ⋉
22821	30712	t uː b ə r ɛɪ d ə	t uː b ə r ɛɪ d ə	toebereiden	toebereidden	⋊ t uː b ə r ɛ ɪ d ə ⋉	⋊ t uː b ə r ɛ ɪ d ə ⋉
22833	30728	v ə r m aː l ə d ɛɪ j ə	v ə r m aː l ə d ɛɪ d ə	vermaledijen	vermaledijden	⋊ v ə r m aː l ə d ɛ ɪ j ə ⋉	⋊ v ə r m aː l ə d ɛ ɪ d ə ⋉
22834	30729	ʊɪ d b ɑ n ə	ʊɪ d b ɑ n d ə	uitbannen	uitbanden	⋊ ʊ ɪ d b ɑ n ə ⋉	⋊ ʊ ɪ d b ɑ n d ə ⋉
22846	30743	j aː z ə l ə	j aː z ə l d ə	jeuzelen	jeuzelden	⋊ j aː z ə l ə ⋉	⋊ j aː z ə l d ə ⋉
22854	30752	s t ʊ g b ɛɪ t ə	s t ʊ g b eː t ə	stukbijten	stukbeten	⋊ s t ʊ g b ɛ ɪ t ə ⋉	⋊ s t ʊ g b eː t ə ⋉
22858	30758	ɪ n v aː l iː d eː r ə	ɪ n v aː l iː d eː r d ə	invalideren	invalideerden	⋊ ɪ n v aː l iː d eː r ə ⋉	⋊ ɪ n v aː l iː d eː r d ə ⋉
22861	30762	x aː l ɔ n eː r ə	x aː l ɔ n eː r d ə	galonneren	galonneerden	⋊ x aː l ɔ n eː r ə ⋉	⋊ x aː l ɔ n eː r d ə ⋉
22863	30764	k ɔ n v eː n iː j eː r ə	k ɔ n v eː n iː j eː r d ə	convenieren	convenieerden	⋊ k ɔ n v eː n iː j eː r ə ⋉	⋊ k ɔ n v eː n iː j eː r d ə ⋉
22864	30766	f ɛɪ n s n ɛɪ d ə	f ɛɪ n s n eː d ə	fijnsnijden	fijnsneden	⋊ f ɛ ɪ n s n ɛ ɪ d ə ⋉	⋊ f ɛ ɪ n s n eː d ə ⋉
22865	30767	ɑ f s l ʊɪ p ə	ɑ f s l oː p ə	afsluipen	afslopen	⋊ ɑ f s l ʊ ɪ p ə ⋉	⋊ ɑ f s l oː p ə ⋉
22878	30786	s aː m ə m b l aː z ə	s aː m ə m b l iː z ə	samenblazen	samenbliezen	⋊ s aː m ə m b l aː z ə ⋉	⋊ s aː m ə m b l iː z ə ⋉
22884	30795	t ʊɪ s ə	t ʊɪ s t ə	tuisen	tuisten	⋊ t ʊ ɪ s ə ⋉	⋊ t ʊ ɪ s t ə ⋉
22886	30799	aː n s t eː k ə	aː n s t aː k ə	aansteken	aanstaken	⋊ aː n s t eː k ə ⋉	⋊ aː n s t aː k ə ⋉
22891	30807	v ə r f r ɔ n s ə l ə	v ə r f r ɔ n s ə l d ə	verfronselen	verfronselden	⋊ v ə r f r ɔ n s ə l ə ⋉	⋊ v ə r f r ɔ n s ə l d ə ⋉
22905	30824	ɑ f t eː l ə f oː n eː r ə	ɑ f t eː l ə f oː n eː r d ə	aftelefoneren	aftelefoneerden	⋊ ɑ f t eː l ə f oː n eː r ə ⋉	⋊ ɑ f t eː l ə f oː n eː r d ə ⋉
22915	30837	x r ɛ n z ə	x r ɛ n z d ə	grenzen	grensden	⋊ x r ɛ n z ə ⋉	⋊ x r ɛ n z d ə ⋉
22928	30853	ʊɪ t p ɔ n d ə	ʊɪ t p ɔ n d ə	uitponden	uitpondden	⋊ ʊ ɪ t p ɔ n d ə ⋉	⋊ ʊ ɪ t p ɔ n d ə ⋉
22930	30856	v ə r ɪ m p ə l ə	v ə r ɪ m p ə l d ə	verrimpelen	verrimpelden	⋊ v ə r ɪ m p ə l ə ⋉	⋊ v ə r ɪ m p ə l d ə ⋉
22937	30869	l ɪ k ə	l ɪ k t ə	likken	likten	⋊ l ɪ k ə ⋉	⋊ l ɪ k t ə ⋉
22955	30893	ɑ f k uː l ə	ɑ f k uː l d ə	afkoelen	afkoelden	⋊ ɑ f k uː l ə ⋉	⋊ ɑ f k uː l d ə ⋉
22956	30894	v ə r ɣ iː t ə	v ə r ɣ oː t ə	vergieten	vergoten	⋊ v ə r ɣ iː t ə ⋉	⋊ v ə r ɣ oː t ə ⋉
22964	30905	oː p ə t r ɑ p ə	oː p ə t r ɑ p t ə	opentrappen	opentrapten	⋊ oː p ə t r ɑ p ə ⋉	⋊ oː p ə t r ɑ p t ə ⋉
22969	30913	d oː r s p ɛ k ə	d oː r s p ɛ k t ə	doorspekken	doorspekten	⋊ d oː r s p ɛ k ə ⋉	⋊ d oː r s p ɛ k t ə ⋉
22977	30925	b ə r ɪ ŋ ə	b ə r ɪ ŋ d ə	beringen	beringden	⋊ b ə r ɪ ŋ ə ⋉	⋊ b ə r ɪ ŋ d ə ⋉
22987	30941	ɑ f t eː k ə n ə	ɑ f t eː k ə n d ə	aftekenen	aftekenden	⋊ ɑ f t eː k ə n ə ⋉	⋊ ɑ f t eː k ə n d ə ⋉
22990	30944	b eː z ə x h ɑʊ d ə	b eː z ə x h iː l d ə	bezighouden	bezighielden	⋊ b eː z ə x h ɑ ʊ d ə ⋉	⋊ b eː z ə x h iː l d ə ⋉
22992	30946	s x aː k ə	s x aː k t ə	schaken	schaakten	⋊ s x aː k ə ⋉	⋊ s x aː k t ə ⋉
22993	30947	b ə v ɪ n d ə	b ə v ɔ n d ə	bevinden	bevonden	⋊ b ə v ɪ n d ə ⋉	⋊ b ə v ɔ n d ə ⋉
22999	30957	s ɛ n t r aː l iː z eː r ə	s ɛ n t r aː l iː z eː r d ə	centraliseren	centraliseerden	⋊ s ɛ n t r aː l iː z eː r ə ⋉	⋊ s ɛ n t r aː l iː z eː r d ə ⋉
23009	30969	d oː r m eː t ə	d oː r m aː t ə	doormeten	doormaten	⋊ d oː r m eː t ə ⋉	⋊ d oː r m aː t ə ⋉
23011	30971	ɑ f r ɛɪ t ə	ɑ f r eː t ə	afrijten	afreten	⋊ ɑ f r ɛ ɪ t ə ⋉	⋊ ɑ f r eː t ə ⋉
23023	30984	aː n eː m p ɑ s ə	aː n eː m p ɑ s t ə	aaneenpassen	aaneenpasten	⋊ aː n eː m p ɑ s ə ⋉	⋊ aː n eː m p ɑ s t ə ⋉
23024	30985	d ɪ x t p l ɑ k ə	d ɪ x t p l ɑ k t ə	dichtplakken	dichtplakten	⋊ d ɪ x t p l ɑ k ə ⋉	⋊ d ɪ x t p l ɑ k t ə ⋉
23060	31044	v ə r w eː z ə	v ə r w eː z d ə	verwezen	verweesden	⋊ v ə r w eː z ə ⋉	⋊ v ə r w eː z d ə ⋉
23066	31051	ɑ f t ɔ b ə	ɑ f t ɔ b d ə	aftobben	aftobden	⋊ ɑ f t ɔ b ə ⋉	⋊ ɑ f t ɔ b d ə ⋉
23069	31056	ɛ s k aː l eː r ə	ɛ s k aː l eː r d ə	escaleren	escaleerden	⋊ ɛ s k aː l eː r ə ⋉	⋊ ɛ s k aː l eː r d ə ⋉
23076	31064	n eː v ə l ə	n eː v ə l d ə	nevelen	nevelden	⋊ n eː v ə l ə ⋉	⋊ n eː v ə l d ə ⋉
23077	31065	w aː t ə r ɣ ɔ l v ə	w aː t ə r ɣ ɔ l v d ə	watergolven	watergolfden	⋊ w aː t ə r ɣ ɔ l v ə ⋉	⋊ w aː t ə r ɣ ɔ l v d ə ⋉
23078	31066	s ɔ w j ɛ t iː z eː r ə	s ɔ w j ɛ t iː z eː r d ə	sowjetiseren	sowjetiseerden	⋊ s ɔ w j ɛ t iː z eː r ə ⋉	⋊ s ɔ w j ɛ t iː z eː r d ə ⋉
23080	31069	s aː t yː r eː r ə	s aː t yː r eː r d ə	satureren	satureerden	⋊ s aː t yː r eː r ə ⋉	⋊ s aː t yː r eː r d ə ⋉
23082	31073	ɔ m k r ɑ n s ə	ɔ m k r ɑ n s t ə	omkransen	omkransten	⋊ ɔ m k r ɑ n s ə ⋉	⋊ ɔ m k r ɑ n s t ə ⋉
23088	31081	b ɛɪ eː m b r ɛ ŋ ə	b ɛɪ eː m b r ɑ x t ə	bijeenbrengen	bijeenbrachten	⋊ b ɛ ɪ eː m b r ɛ ŋ ə ⋉	⋊ b ɛ ɪ eː m b r ɑ x t ə ⋉
23093	31095	r aː f ə l ə	r aː f ə l d ə	rafelen	rafelden	⋊ r aː f ə l ə ⋉	⋊ r aː f ə l d ə ⋉
23094	31096	ʊɪ t r ɪ x t ə	ʊɪ t r ɪ x t ə	uitrichten	uitrichtten	⋊ ʊ ɪ t r ɪ x t ə ⋉	⋊ ʊ ɪ t r ɪ x t ə ⋉
23097	31100	k aː z ə	k aː z d ə	kazen	kaasden	⋊ k aː z ə ⋉	⋊ k aː z d ə ⋉
23098	31101	eː k l ɪ p s eː r ə	eː k l ɪ p s eː r d ə	eclipseren	eclipseerden	⋊ eː k l ɪ p s eː r ə ⋉	⋊ eː k l ɪ p s eː r d ə ⋉
23110	31119	r ɪ ŋ k ə l r oː j ə	r ɪ ŋ k ə l r oː j d ə	rinkelrooien	rinkelrooiden	⋊ r ɪ ŋ k ə l r oː j ə ⋉	⋊ r ɪ ŋ k ə l r oː j d ə ⋉
23111	31120	oː v ə r d ʊ b ə	oː v ə r d ʊ b d ə	overdubben	overdubden	⋊ oː v ə r d ʊ b ə ⋉	⋊ oː v ə r d ʊ b d ə ⋉
23116	31130	ɔ n d ə r s t r oː m ə	ɔ n d ə r s t r oː m d ə	onderstromen	onderstroomden	⋊ ɔ n d ə r s t r oː m ə ⋉	⋊ ɔ n d ə r s t r oː m d ə ⋉
23128	31147	r eː k ɔ m b iː n eː r ə	r eː k ɔ m b iː n eː r d ə	recombineren	recombineerden	⋊ r eː k ɔ m b iː n eː r ə ⋉	⋊ r eː k ɔ m b iː n eː r d ə ⋉
23134	31156	n aː s ɪ ŋ k r oː n iː z eː r ə	n aː s ɪ ŋ k r oː n iː z eː r d ə	nasynkroniseren	nasynkroniseerden	⋊ n aː s ɪ ŋ k r oː n iː z eː r ə ⋉	⋊ n aː s ɪ ŋ k r oː n iː z eː r d ə ⋉
23135	31157	b ə s m aː r ə	b ə s m aː r d ə	besmeuren	besmeurden	⋊ b ə s m aː r ə ⋉	⋊ b ə s m aː r d ə ⋉
23139	31163	b ɛɪ eː n t r ɔ m ə l ə	b ɛɪ eː n t r ɔ m ə l d ə	bijeentrommelen	bijeentrommelden	⋊ b ɛ ɪ eː n t r ɔ m ə l ə ⋉	⋊ b ɛ ɪ eː n t r ɔ m ə l d ə ⋉
23142	31167	ɔ p s ʊɪ p ə	ɔ p s oː p ə	opzuipen	opzopen	⋊ ɔ p s ʊ ɪ p ə ⋉	⋊ ɔ p s oː p ə ⋉
23162	31191	oː p ə s p r ɪ ŋ ə	oː p ə s p r ɔ ŋ ə	openspringen	opensprongen	⋊ oː p ə s p r ɪ ŋ ə ⋉	⋊ oː p ə s p r ɔ ŋ ə ⋉
23191	31228	s x r uː v ə	s x r uː v d ə	schroeven	schroefden	⋊ s x r uː v ə ⋉	⋊ s x r uː v d ə ⋉
23199	31236	ɔ b l eː k ə	ɔ b l eː k t ə	opbleken	opbleekten	⋊ ɔ b l eː k ə ⋉	⋊ ɔ b l eː k t ə ⋉
23206	31244	ɑ v d w ɪ ŋ ə	ɑ v d w ɔ ŋ ə	afdwingen	afdwongen	⋊ ɑ v d w ɪ ŋ ə ⋉	⋊ ɑ v d w ɔ ŋ ə ⋉
23213	31255	p r oː s ə d eː r ə	p r oː s ə d eː r d ə	procederen	procedeerden	⋊ p r oː s ə d eː r ə ⋉	⋊ p r oː s ə d eː r d ə ⋉
23223	31268	ɔ m s ʊɪ z ə	ɔ m s ʊɪ z d ə	omsuizen	omsuisden	⋊ ɔ m s ʊ ɪ z ə ⋉	⋊ ɔ m s ʊ ɪ z d ə ⋉
23232	31281	ɔ n d ə r t eː k ə n ə	ɔ n d ə r t eː k ə n d ə	ondertekenen	ondertekenden	⋊ ɔ n d ə r t eː k ə n ə ⋉	⋊ ɔ n d ə r t eː k ə n d ə ⋉
23239	31290	t r eː n ə	t r eː n d ə	trainen	trainden	⋊ t r eː n ə ⋉	⋊ t r eː n d ə ⋉
23247	31303	v ə r ɛɪ z ə	v ə r ɛɪ z d ə	verreizen	verreisden	⋊ v ə r ɛ ɪ z ə ⋉	⋊ v ə r ɛ ɪ z d ə ⋉
23248	31304	m aː j ə	m aː j d ə	maaien	maaiden	⋊ m aː j ə ⋉	⋊ m aː j d ə ⋉
23256	31314	ʊɪ t s p ɛ l ə	ʊɪ t s p ɛ l d ə	uitspellen	uitspelden	⋊ ʊ ɪ t s p ɛ l ə ⋉	⋊ ʊ ɪ t s p ɛ l d ə ⋉
23257	31315	p r oː j ɛ k t eː r ə	p r oː j ɛ k t eː r d ə	projecteren	projecteerden	⋊ p r oː j ɛ k t eː r ə ⋉	⋊ p r oː j ɛ k t eː r d ə ⋉
23261	31322	v ə r ɛ r v ə	v ə r ɛ r v d ə	vererven	vererfden	⋊ v ə r ɛ r v ə ⋉	⋊ v ə r ɛ r v d ə ⋉
23266	31327	r oː t ə	r oː t ə	roten	rootten	⋊ r oː t ə ⋉	⋊ r oː t ə ⋉
23271	31333	r eː k r eː j eː r ə	r eː k r eː j eː r d ə	recreeren	recreeerden	⋊ r eː k r eː j eː r ə ⋉	⋊ r eː k r eː j eː r d ə ⋉
23272	31334	v ə r k ɑ s ə	v ə r k ɑ s t ə	verkassen	verkasten	⋊ v ə r k ɑ s ə ⋉	⋊ v ə r k ɑ s t ə ⋉
23289	31356	ɑ f k n ʊ p ə l ə	ɑ f k n ʊ p ə l d ə	afknuppelen	afknuppelden	⋊ ɑ f k n ʊ p ə l ə ⋉	⋊ ɑ f k n ʊ p ə l d ə ⋉
23290	31357	ɑ f s x ɛ t s ə	ɑ f s x ɛ t s t ə	afschetsen	afschetsten	⋊ ɑ f s x ɛ t s ə ⋉	⋊ ɑ f s x ɛ t s t ə ⋉
23293	31363	v ə r s x ɛɪ n ə	v ə r s x eː n ə	verschijnen	verschenen	⋊ v ə r s x ɛ ɪ n ə ⋉	⋊ v ə r s x eː n ə ⋉
23297	31368	r ɛ n d eː r ə	r ɛ n d eː r d ə	renderen	rendeerden	⋊ r ɛ n d eː r ə ⋉	⋊ r ɛ n d eː r d ə ⋉
23317	31395	s t eː n oː ɣ r aː f eː r ə	s t eː n oː ɣ r aː f eː r d ə	stenograferen	stenografeerden	⋊ s t eː n oː ɣ r aː f eː r ə ⋉	⋊ s t eː n oː ɣ r aː f eː r d ə ⋉
23325	31406	ɔ p s p aː r ə	ɔ p s p aː r d ə	opsparen	opspaarden	⋊ ɔ p s p aː r ə ⋉	⋊ ɔ p s p aː r d ə ⋉
23332	31416	d eː s t aː b iː l iː z eː r ə	d eː s t aː b iː l iː z eː r d ə	destabiliseren	destabiliseerden	⋊ d eː s t aː b iː l iː z eː r ə ⋉	⋊ d eː s t aː b iː l iː z eː r d ə ⋉
23375	31466	k iː l ə	k iː l d ə	kielen	kielden	⋊ k iː l ə ⋉	⋊ k iː l d ə ⋉
23381	31472	ɔ n d ə r b ə l ɪ x t ə	ɔ n d ə r b ə l ɪ x t ə	onderbelichten	onderbelichtten	⋊ ɔ n d ə r b ə l ɪ x t ə ⋉	⋊ ɔ n d ə r b ə l ɪ x t ə ⋉
23384	31476	ɪ n v aː r ə	ɪ n v uː r ə	invaren	invoeren	⋊ ɪ n v aː r ə ⋉	⋊ ɪ n v uː r ə ⋉
23391	31484	l ɔ s x aː n	l ɔ s x ɪ ŋ ə	losgaan	losgingen	⋊ l ɔ s x aː n ⋉	⋊ l ɔ s x ɪ ŋ ə ⋉
