level_0	index	wordform1	wordform2	wordform1_orth	wordform2_orth	stem	output
37526	51171	f l ɔ k ə n	g ə f l ɔ k t	flocken	geflockt	⋊ f l ɔ k ə n ⋉	⋊ f l ɔ k t ⋉
37532	51180	n aː x r ɛ x n ə n	n aː x g ə r ɛ x n ə t	nachrechnen	nachgerechnet	⋊ n aː x r ɛ x n ə n ⋉	⋊ n aː x g ə r ɛ x n ə t ⋉
37538	51188	f ɛ r a n l a s ə n	f ɛ r a n l a s t	veranlassen	veranlasst	⋊ f ɛ r a n l a s ə n ⋉	⋊ f ɛ r a n l a s t ⋉
37561	51216	au̯ s r oi̯ m ə n	au̯ s g ə r oi̯ m t	ausräumen	ausgeräumt	⋊ a u s r o i m ə n ⋉	⋊ a u s g ə r o i m t ⋉
37584	51247	f ɛ r z ɔ r g ə n	f ɛ r z ɔ r k t	versorgen	versorgt	⋊ f ɛ r z ɔ r g ə n ⋉	⋊ f ɛ r z ɔ r k t ⋉
37610	51285	t oː t ɛ r g ə r n	t oː t g ə ɛ r g ə r t	totärgern	totgeärgert	⋊ t oː t ɛ r g ə r n ⋉	⋊ t oː t g ə ɛ r g ə r t ⋉
37682	51393	a p v ɛ t ə r n	a p g ə v ɛ t ə r t	abwettern	abgewettert	⋊ a p v ɛ t ə r n ⋉	⋊ a p g ə v ɛ t ə r t ⋉
37780	51539	b ə f yː l ə n	b ə f yː l t	befühlen	befühlt	⋊ b ə f yː l ə n ⋉	⋊ b ə f yː l t ⋉
37785	51547	b ə au̯ f ʃ l aː g ə n	b ə au̯ f ʃ l aː k t	beaufschlagen	beaufschlagt	⋊ b ə a u f ʃ l aː g ə n ⋉	⋊ b ə a u f ʃ l aː k t ⋉
37791	51554	ɛ ŋ ə n	g ə ɛ ŋ t	engen	geengt	⋊ ɛ ŋ ə n ⋉	⋊ ɛ ŋ t ⋉
37814	51584	f ɛ r z iː g ə l n	f ɛ r z iː g ə l t	versiegeln	versiegelt	⋊ f ɛ r z iː g ə l n ⋉	⋊ f ɛ r z iː g ə l t ⋉
37831	51607	k aː n oː n iː z iː r ə n	k aː n oː n iː z iː r t	kanonisieren	kanonisiert	⋊ k aː n oː n iː z iː r ə n ⋉	⋊ k aː n oː n iː z iː r t ⋉
37838	51616	k n a r ə n	g ə k n a r t	knarren	geknarrt	⋊ k n a r ə n ⋉	⋊ k n a r t ⋉
37839	51618	a v iː v iː r ə n	a v iː v iː r t	avivieren	aviviert	⋊ a v iː v iː r ə n ⋉	⋊ a v iː v iː r t ⋉
37840	51619	a p ts v ai̯ g ə n	a p g ə ts v ai̯ k t	abzweigen	abgezweigt	⋊ a p ts v a i g ə n ⋉	⋊ a p g ə ts v a i k t ⋉
37862	51653	b r ʏ s t ə n	g ə b r ʏ s t ə t	brüsten	gebrüstet	⋊ b r ʏ s t ə n ⋉	⋊ b r ʏ s t ə t ⋉
37885	51681	m eː l iː oː r iː r ə n	m eː l iː oː r iː r t	meliorieren	melioriert	⋊ m eː l iː oː r iː r ə n ⋉	⋊ m eː l iː oː r iː r t ⋉
37914	51713	l oː s k ɔ m ə n	l oː s g ə k ɔ m ə n	loskommen	losgekommen	⋊ l oː s k ɔ m ə n ⋉	⋊ l oː s g ə k ɔ m ə n ⋉
37921	51724	ɔ p l iː g ə n	ɔ p g ə l eː g ə n	obliegen	obgelegen	⋊ ɔ p l iː g ə n ⋉	⋊ ɔ p g ə l eː g ə n ⋉
37933	51740	h iː n ai̯ n g r ai̯ f ə n	h iː n ai̯ n g ə g r ɪ f ə n	hineingreifen	hineingegriffen	⋊ h iː n a i n g r a i f ə n ⋉	⋊ h iː n a i n g ə g r ɪ f ə n ⋉
37953	51768	ai̯ n b ə ʃ l iː s ə n	ai̯ n b ə ʃ l ɔ s ə n	einbeschliessen	einbeschlossen	⋊ a i n b ə ʃ l iː s ə n ⋉	⋊ a i n b ə ʃ l ɔ s ə n ⋉
37956	51778	au̯ s r ɛ k ə n	au̯ s g ə r ɛ k t	ausrecken	ausgereckt	⋊ a u s r ɛ k ə n ⋉	⋊ a u s g ə r ɛ k t ⋉
37973	51800	f ɔ l ʃ m iː r ə n	f ɔ l g ə ʃ m iː r t	vollschmieren	vollgeschmiert	⋊ f ɔ l ʃ m iː r ə n ⋉	⋊ f ɔ l g ə ʃ m iː r t ⋉
37976	51804	ts uː ʃ t r øː m ə n	ts uː g ə ʃ t r øː m t	zuströmen	zugeströmt	⋊ ts uː ʃ t r øː m ə n ⋉	⋊ ts uː g ə ʃ t r øː m t ⋉
38002	51833	f ɛ r p l ɔ m b ə n	f ɛ r p l ɔ m p t	verplomben	verplombt	⋊ f ɛ r p l ɔ m b ə n ⋉	⋊ f ɛ r p l ɔ m p t ⋉
38018	51854	f ɛ r ʃ v ɪ ts ə n	f ɛ r ʃ v ɪ ts t	verschwitzen	verschwitzt	⋊ f ɛ r ʃ v ɪ ts ə n ⋉	⋊ f ɛ r ʃ v ɪ ts t ⋉
38067	51934	au̯ s ʃ v ɛ ŋ k ə n	au̯ s g ə ʃ v ɛ ŋ k t	ausschwenken	ausgeschwenkt	⋊ a u s ʃ v ɛ ŋ k ə n ⋉	⋊ a u s g ə ʃ v ɛ ŋ k t ⋉
38077	51946	a n f l iː g ə n	a n g ə f l oː g ə n	anfliegen	angeflogen	⋊ a n f l iː g ə n ⋉	⋊ a n g ə f l oː g ə n ⋉
38100	51976	b r iː k oː l iː r ə n	b r iː k oː l iː r t	brikolieren	brikoliert	⋊ b r iː k oː l iː r ə n ⋉	⋊ b r iː k oː l iː r t ⋉
38103	51979	f ɛ r ɪ r ə n	f ɛ r ɪ r t	verirren	verirrt	⋊ f ɛ r ɪ r ə n ⋉	⋊ f ɛ r ɪ r t ⋉
38163	52062	h oː x l eː b ə n	h oː x g ə l eː p t	hochleben	hochgelebt	⋊ h oː x l eː b ə n ⋉	⋊ h oː x g ə l eː p t ⋉
38176	52079	yː b ə r ʃ au̯ ə n	yː b ə r ʃ au̯ t	überschauen	überschaut	⋊ yː b ə r ʃ a u ə n ⋉	⋊ yː b ə r ʃ a u t ⋉
38198	52111	f ɛ s t l iː g ə n	f ɛ s t g ə l eː g ə n	festliegen	festgelegen	⋊ f ɛ s t l iː g ə n ⋉	⋊ f ɛ s t g ə l eː g ə n ⋉
38202	52118	l ɛ ŋ k ə n	g ə l ɛ ŋ k t	lenken	gelenkt	⋊ l ɛ ŋ k ə n ⋉	⋊ l ɛ ŋ k t ⋉
38229	52162	ɛ r t ai̯ l ə n	ɛ r t ai̯ l t	erteilen	erteilt	⋊ ɛ r t a i l ə n ⋉	⋊ ɛ r t a i l t ⋉
38259	52198	a p g l ai̯ t ə n	a p g ə g l ɪ t ə n	abgleiten	abgeglitten	⋊ a p g l a i t ə n ⋉	⋊ a p g ə g l ɪ t ə n ⋉
38293	52240	f ɛ r g iː s ə n	f ɛ r g ɔ s ə n	vergiessen	vergossen	⋊ f ɛ r g iː s ə n ⋉	⋊ f ɛ r g ɔ s ə n ⋉
38309	52256	t r a p ə l n	g ə t r a p ə l t	trappeln	getrappelt	⋊ t r a p ə l n ⋉	⋊ t r a p ə l t ⋉
38410	52391	au̯ s ʃ a x t ə n	au̯ s g ə ʃ a x t ə t	ausschachten	ausgeschachtet	⋊ a u s ʃ a x t ə n ⋉	⋊ a u s g ə ʃ a x t ə t ⋉
38433	52432	yː b ə r f l uː t ə n	yː b ə r g ə f l uː t ə t	überfluten	übergeflutet	⋊ yː b ə r f l uː t ə n ⋉	⋊ yː b ə r g ə f l uː t ə t ⋉
38434	52433	ts uː r ʏ k v ai̯ z ə n	ts uː r ʏ k g ə v iː z ə n	zurückweisen	zurückgewiesen	⋊ ts uː r ʏ k v a i z ə n ⋉	⋊ ts uː r ʏ k g ə v iː z ə n ⋉
38438	52437	ʃ m ɛː l ə r n	g ə ʃ m ɛː l ə r t	schmälern	geschmälert	⋊ ʃ m ɛː l ə r n ⋉	⋊ ʃ m ɛː l ə r t ⋉
38444	52443	yː b ə r b ə a n ʃ p r ʊ x ə n	yː b ə r b ə a n ʃ p r ʊ x t	überbeanspruchen	überbeansprucht	⋊ yː b ə r b ə a n ʃ p r ʊ x ə n ⋉	⋊ yː b ə r b ə a n ʃ p r ʊ x t ⋉
38468	52471	ts uː ʃ t ɛ l ə n	ts uː g ə ʃ t ɛ l t	zustellen	zugestellt	⋊ ts uː ʃ t ɛ l ə n ⋉	⋊ ts uː g ə ʃ t ɛ l t ⋉
38499	52508	ai̯ l ə n	g ə ai̯ l t	eilen	geeilt	⋊ a i l ə n ⋉	⋊ a i l t ⋉
38562	52602	r ʊ ʃ ə l n	g ə r ʊ ʃ ə l	ruscheln	geruschel	⋊ r ʊ ʃ ə l n ⋉	⋊ r ʊ ʃ ə l ⋉
38603	52647	h ɛ r ai̯ n ʃ p a ts iː r ə n	h ɛ r ai̯ n ʃ p a ts iː r t	hereinspazieren	hereinspaziert	⋊ h ɛ r a i n ʃ p a ts iː r ə n ⋉	⋊ h ɛ r a i n ʃ p a ts iː r t ⋉
38612	52658	b ə ʃ ʊ p ə n	b ə ʃ ʊ p t	beschuppen	beschuppt	⋊ b ə ʃ ʊ p ə n ⋉	⋊ b ə ʃ ʊ p t ⋉
38643	52697	f ɛ r g aː b ə n	f ɛ r g aː p t	vergaben	vergabt	⋊ f ɛ r g aː b ə n ⋉	⋊ f ɛ r g aː p t ⋉
38656	52717	ʃ t eː n oː g r a f iː r ə n	ʃ t eː n oː g r a f iː r t	stenographieren	stenographiert	⋊ ʃ t eː n oː g r a f iː r ə n ⋉	⋊ ʃ t eː n oː g r a f iː r t ⋉
38683	52752	ʃ p a n ə n	g ə ʃ p a n t	spannen	gespannt	⋊ ʃ p a n ə n ⋉	⋊ ʃ p a n t ⋉
38700	52773	r a m p oː n iː r ə n	r a m p oː n iː r t	ramponieren	ramponiert	⋊ r a m p oː n iː r ə n ⋉	⋊ r a m p oː n iː r t ⋉
38721	52798	a v iː z iː r ə n	a v iː z iː r t	avisieren	avisiert	⋊ a v iː z iː r ə n ⋉	⋊ a v iː z iː r t ⋉
38735	52817	m iː l iː t aː r iː z iː r ə n	m iː l iː t aː r iː z iː r t	militarisieren	militarisiert	⋊ m iː l iː t aː r iː z iː r ə n ⋉	⋊ m iː l iː t aː r iː z iː r t ⋉
38737	52821	ɛ n t ʃ t ɔ f l ɪ x ə n	ɛ n t ʃ t ɔ f l ɪ ç t	entstofflichen	entstofflicht	⋊ ɛ n t ʃ t ɔ f l ɪ x ə n ⋉	⋊ ɛ n t ʃ t ɔ f l ɪ ç t ⋉
38745	52832	p r oː v oː ts iː r ə n	p r oː v oː ts iː r t	provozieren	provoziert	⋊ p r oː v oː ts iː r ə n ⋉	⋊ p r oː v oː ts iː r t ⋉
38756	52853	g ə d ai̯ ə n	g ə d iː n	gedeihen	gediehn	⋊ g ə d a i ə n ⋉	⋊ d iː n ⋉
38767	52871	a k v iː r iː r ə n	a k v iː r iː r t	akquirieren	akquiriert	⋊ a k v iː r iː r ə n ⋉	⋊ a k v iː r iː r t ⋉
38768	52873	f ɛ s t k l a m ə r n	f ɛ s t g ə k l a m ə r t	festklammern	festgeklammert	⋊ f ɛ s t k l a m ə r n ⋉	⋊ f ɛ s t g ə k l a m ə r t ⋉
38781	52890	ʃ v eː r n eː m ə n	ʃ v eː r g ə n ɔ m ə n	schwernehmen	schwergenommen	⋊ ʃ v eː r n eː m ə n ⋉	⋊ ʃ v eː r g ə n ɔ m ə n ⋉
38835	52959	k a n d iː r ə n	k a n d iː r t	kandieren	kandiert	⋊ k a n d iː r ə n ⋉	⋊ k a n d iː r t ⋉
38878	53009	ʃ m iː r ə n	g ə ʃ m iː r t	schmieren	geschmiert	⋊ ʃ m iː r ə n ⋉	⋊ ʃ m iː r t ⋉
38908	53048	au̯ s d iː n ə n	au̯ s g ə d iː n t	ausdienen	ausgedient	⋊ a u s d iː n ə n ⋉	⋊ a u s g ə d iː n t ⋉
38916	53060	ɛ n t ts v ai̯ ə n	ɛ n t ts v ai̯ t	entzweien	entzweit	⋊ ɛ n t ts v a i ə n ⋉	⋊ ɛ n t ts v a i t ⋉
38939	53096	f ɛ r ʊ n r ai̯ n ɪ g ə n	f ɛ r ʊ n r ai̯ n ɪ ç t	verunreinigen	verunreinigt	⋊ f ɛ r ʊ n r a i n ɪ g ə n ⋉	⋊ f ɛ r ʊ n r a i n ɪ ç t ⋉
38965	53129	ʃ v ɪ m ə n	g ə ʃ v ɔ m ə n	schwimmen	geschwommen	⋊ ʃ v ɪ m ə n ⋉	⋊ ʃ v ɔ m ə n ⋉
39016	53203	ts ʏ ŋ ə l n	g ə ts ʏ ŋ ə l t	züngeln	gezüngelt	⋊ ts ʏ ŋ ə l n ⋉	⋊ ts ʏ ŋ ə l t ⋉
39092	53302	ʃ t r ai̯ x ə l n	g ə ʃ t r ai̯ x ə l t	streicheln	gestreichelt	⋊ ʃ t r a i x ə l n ⋉	⋊ ʃ t r a i x ə l t ⋉
39095	53306	a p l ɔ k ə n	a p g ə l ɔ k t	ablocken	abgelockt	⋊ a p l ɔ k ə n ⋉	⋊ a p g ə l ɔ k t ⋉
39137	53361	b ə ʃ t ɛ r k ə n	b ə ʃ t ɛ r k t	bestärken	bestärkt	⋊ b ə ʃ t ɛ r k ə n ⋉	⋊ b ə ʃ t ɛ r k t ⋉
39174	53413	ɛ r b a r m ə n	ɛ r b a r m t	erbarmen	erbarmt	⋊ ɛ r b a r m ə n ⋉	⋊ ɛ r b a r m t ⋉
39190	53433	m ʊ s t ə r n	g ə m ʊ s t ə r t	mustern	gemustert	⋊ m ʊ s t ə r n ⋉	⋊ m ʊ s t ə r t ⋉
39193	53437	ɛ n t r ɪ ç t ə n	ɛ n t r ɪ ç t ə t	entrichten	entrichtet	⋊ ɛ n t r ɪ ç t ə n ⋉	⋊ ɛ n t r ɪ ç t ə t ⋉
39195	53440	f ɛ r b ɪ l d ə n	f ɛ r b ɪ l d ə t	verbilden	verbildet	⋊ f ɛ r b ɪ l d ə n ⋉	⋊ f ɛ r b ɪ l d ə t ⋉
39210	53459	b ai̯ ai̯ n a n d ə r h ɔ k ə n	b ai̯ ai̯ n a n d ə r g ə h ɔ k t	beieinanderhocken	beieinandergehockt	⋊ b a i a i n a n d ə r h ɔ k ə n ⋉	⋊ b a i a i n a n d ə r g ə h ɔ k t ⋉
39280	53552	a p ʃ v ɛː x ə n	a p g ə ʃ v ɛː x t	abschwächen	abgeschwächt	⋊ a p ʃ v ɛː x ə n ⋉	⋊ a p g ə ʃ v ɛː x t ⋉
39281	53553	b r ʊ m ə l n	g ə b r ʊ m ə l t	brummeln	gebrummelt	⋊ b r ʊ m ə l n ⋉	⋊ b r ʊ m ə l t ⋉
39292	53565	a p ʃ ʏ r f ə n	a p g ə ʃ ʏ r f t	abschürfen	abgeschürft	⋊ a p ʃ ʏ r f ə n ⋉	⋊ a p g ə ʃ ʏ r f t ⋉
39313	53596	ɛ r d ʊ l d ə n	ɛ r d ʊ l d ə t	erdulden	erduldet	⋊ ɛ r d ʊ l d ə n ⋉	⋊ ɛ r d ʊ l d ə t ⋉
39318	53606	r eː z yː m iː r ə n	r eː z yː m iː r t	resümieren	resümiert	⋊ r eː z yː m iː r ə n ⋉	⋊ r eː z yː m iː r t ⋉
39332	53624	ai̯ n f l øː s ə n	ai̯ n g ə f l øː s t	einflössen	eingeflösst	⋊ a i n f l øː s ə n ⋉	⋊ a i n g ə f l øː s t ⋉
39340	53635	ɛ r r ɪ ŋ ə n	ɛ r r ʊ ŋ ə n	erringen	errungen	⋊ ɛ r r ɪ ŋ ə n ⋉	⋊ ɛ r r ʊ ŋ ə n ⋉
39391	53708	f ɛ r k ʏ n d ə n	f ɛ r k ʏ n d ə t	verkünden	verkündet	⋊ f ɛ r k ʏ n d ə n ⋉	⋊ f ɛ r k ʏ n d ə t ⋉
39402	53723	au̯ s t r eː t ə n	au̯ s g ə t r eː t ə n	austreten	ausgetreten	⋊ a u s t r eː t ə n ⋉	⋊ a u s g ə t r eː t ə n ⋉
39449	53791	a t ʃ t r ɪ ŋ g iː r ə n	a t ʃ t r ɪ ŋ g iː r t	adstringieren	adstringiert	⋊ a t ʃ t r ɪ ŋ g iː r ə n ⋉	⋊ a t ʃ t r ɪ ŋ g iː r t ⋉
39459	53807	ʃ n ʊ p ə r n	g ə ʃ n ʊ p ə r t	schnuppern	geschnuppert	⋊ ʃ n ʊ p ə r n ⋉	⋊ ʃ n ʊ p ə r t ⋉
39470	53820	v iː d ə r ɛ r oː b ə r n	v iː d ə r ɛ r oː b ə r t	wiedererobern	wiedererobert	⋊ v iː d ə r ɛ r oː b ə r n ⋉	⋊ v iː d ə r ɛ r oː b ə r t ⋉
39504	53864	ʊ m f a s ə n	ʊ m f a s t	umfassen	umfasst	⋊ ʊ m f a s ə n ⋉	⋊ ʊ m f a s t ⋉
39526	53889	a k t iː v iː r ə n	a k t iː v iː r t	aktivieren	aktiviert	⋊ a k t iː v iː r ə n ⋉	⋊ a k t iː v iː r t ⋉
39568	53953	v ʊ r s t ə l n	g ə v ʊ r s t ə l t	wursteln	gewurstelt	⋊ v ʊ r s t ə l n ⋉	⋊ v ʊ r s t ə l t ⋉
39591	53984	yː b ə r l aː g ə r n	yː b ə r l aː g ə r t	überlagern	überlagert	⋊ yː b ə r l aː g ə r n ⋉	⋊ yː b ə r l aː g ə r t ⋉
39610	54008	b ə ɛ r b ə n	b ə ɛ r p t	beerben	beerbt	⋊ b ə ɛ r b ə n ⋉	⋊ b ə ɛ r p t ⋉
39657	54069	a p ʃ t ɛ k ə n	a p g ə ʃ t ɛ k t	abstecken	abgesteckt	⋊ a p ʃ t ɛ k ə n ⋉	⋊ a p g ə ʃ t ɛ k t ⋉
39672	54092	ts ɛ r f l ɛ d ə r n	ts ɛ r f l ɛ d ə r t	zerfleddern	zerfleddert	⋊ ts ɛ r f l ɛ d ə r n ⋉	⋊ ts ɛ r f l ɛ d ə r t ⋉
39698	54126	z ɪ g n iː f iː ts iː r ə n	z ɪ g n iː f iː ts iː r t	signifizieren	signifiziert	⋊ z ɪ g n iː f iː ts iː r ə n ⋉	⋊ z ɪ g n iː f iː ts iː r t ⋉
39722	54157	ʃ r ɛː g ə n	g ə ʃ r ɛː k t	schrägen	geschrägt	⋊ ʃ r ɛː g ə n ⋉	⋊ ʃ r ɛː k t ⋉
39730	54166	ai̯ n ʃ ɛ ts ə n	ai̯ n g ə ʃ ɛ ts t	einschätzen	eingeschätzt	⋊ a i n ʃ ɛ ts ə n ⋉	⋊ a i n g ə ʃ ɛ ts t ⋉
39801	54257	g uː t iː r ə n	g uː t iː r t	goutieren	goutiert	⋊ g uː t iː r ə n ⋉	⋊ g uː t iː r t ⋉
39815	54278	t a m p oː n iː r ə n	t a m p oː n iː r t	tamponieren	tamponiert	⋊ t a m p oː n iː r ə n ⋉	⋊ t a m p oː n iː r t ⋉
39859	54337	au̯ f ʃ p r ɪ ts ə n	au̯ f g ə ʃ p r ɪ ts t	aufspritzen	aufgespritzt	⋊ a u f ʃ p r ɪ ts ə n ⋉	⋊ a u f g ə ʃ p r ɪ ts t ⋉
39864	54344	au̯ f v a r t ə n	au̯ f g ə v a r t ə t	aufwarten	aufgewartet	⋊ a u f v a r t ə n ⋉	⋊ a u f g ə v a r t ə t ⋉
39866	54347	ai̯ n ʃ ɪ k ə n	ai̯ n g ə ʃ ɪ k t	einschicken	eingeschickt	⋊ a i n ʃ ɪ k ə n ⋉	⋊ a i n g ə ʃ ɪ k t ⋉
39870	54352	m ɪ t d ɛ ŋ k ə n	m ɪ t g ə d a x t	mitdenken	mitgedacht	⋊ m ɪ t d ɛ ŋ k ə n ⋉	⋊ m ɪ t g ə d a x t ⋉
39890	54374	ʃ l ɔ t ə r n	g ə ʃ l ɔ t ə r t	schlottern	geschlottert	⋊ ʃ l ɔ t ə r n ⋉	⋊ ʃ l ɔ t ə r t ⋉
39962	54468	ʃ p l ɪ t ə r n	g ə ʃ p l ɪ t ə r t	splittern	gesplittert	⋊ ʃ p l ɪ t ə r n ⋉	⋊ ʃ p l ɪ t ə r t ⋉
39980	54493	k l ɛ k s ə n	g ə k l ɛ k s t	klechsen	geklechst	⋊ k l ɛ k s ə n ⋉	⋊ k l ɛ k s t ⋉
39987	54503	m ɛː s ɪ g ə n	g ə m ɛː s ɪ ç t	mässigen	gemässigt	⋊ m ɛː s ɪ g ə n ⋉	⋊ m ɛː s ɪ ç t ⋉
39990	54507	ʃ p r uː d ə l n	g ə ʃ p r uː d ə l t	sprudeln	gesprudelt	⋊ ʃ p r uː d ə l n ⋉	⋊ ʃ p r uː d ə l t ⋉
40049	54587	ʊ m ʃ t eː ə n	ʊ m g ə ʃ t a n d ə n	umstehen	umgestanden	⋊ ʊ m ʃ t eː ə n ⋉	⋊ ʊ m g ə ʃ t a n d ə n ⋉
40077	54627	au̯ s m aː l ə n	au̯ s g ə m aː l t	ausmahlen	ausgemahlt	⋊ a u s m aː l ə n ⋉	⋊ a u s g ə m aː l t ⋉
40105	54663	b ə ʃ ɛː m ə n	b ə ʃ ɛː m t	beschämen	beschämt	⋊ b ə ʃ ɛː m ə n ⋉	⋊ b ə ʃ ɛː m t ⋉
40117	54679	a n ts ɛː l ə n	a n g ə ts ɛː l t	anzaehlen	angezaehlt	⋊ a n ts ɛː l ə n ⋉	⋊ a n g ə ts ɛː l t ⋉
40126	54701	p r ɛ ts iː z iː r ə n	p r ɛ ts iː z iː r t	präzisieren	präzisiert	⋊ p r ɛ ts iː z iː r ə n ⋉	⋊ p r ɛ ts iː z iː r t ⋉
40172	54757	ai̯ n ʃ a r ə n	ai̯ n g ə ʃ a r t	einscharren	eingescharrt	⋊ a i n ʃ a r ə n ⋉	⋊ a i n g ə ʃ a r t ⋉
40188	54777	l oː s l a s ə n	l oː s g ə l a s ə n	loslassen	losgelassen	⋊ l oː s l a s ə n ⋉	⋊ l oː s g ə l a s ə n ⋉
40195	54790	ʃ p œ t ə l n	g ə ʃ p œ t ə l t	spötteln	gespöttelt	⋊ ʃ p œ t ə l n ⋉	⋊ ʃ p œ t ə l t ⋉
40208	54809	l oː s ts iː ə n	l oː s g ə ts oː g ə n	losziehen	losgezogen	⋊ l oː s ts iː ə n ⋉	⋊ l oː s g ə ts oː g ə n ⋉
40242	54861	a n ɔ r d n ə n	a n g ə ɔ r d n ə t	anordnen	angeordnet	⋊ a n ɔ r d n ə n ⋉	⋊ a n g ə ɔ r d n ə t ⋉
40246	54866	k l au̯ ə n	g ə k l au̯ t	klauen	geklaut	⋊ k l a u ə n ⋉	⋊ k l a u t ⋉
40267	54891	k r a b ə n	g ə k r a p t	krabben	gekrabbt	⋊ k r a b ə n ⋉	⋊ k r a p t ⋉
40276	54903	ʃ m a l ts ə n	g ə ʃ m a l ts t	schmalzen	geschmalzt	⋊ ʃ m a l ts ə n ⋉	⋊ ʃ m a l ts t ⋉
40347	55001	n aː x d r ʊ k ə n	n aː x g ə d r ʊ k t	nachdrucken	nachgedruckt	⋊ n aː x d r ʊ k ə n ⋉	⋊ n aː x g ə d r ʊ k t ⋉
40381	55046	ts uː ʃ t oi̯ ə r n	ts uː g ə ʃ t oi̯ ə r t	zusteuern	zugesteuert	⋊ ts uː ʃ t o i ə r n ⋉	⋊ ts uː g ə ʃ t o i ə r t ⋉
40398	55069	g r ɛː tʃ ə n	g ə g r ɛː tʃ t	grätschen	gegrätscht	⋊ g r ɛː tʃ ə n ⋉	⋊ g r ɛː tʃ t ⋉
40410	55086	f ɛ r t r oi̯ m ə n	f ɛ r t r oi̯ m t	verträumen	verträumt	⋊ f ɛ r t r o i m ə n ⋉	⋊ f ɛ r t r o i m t ⋉
40461	55167	l iː ts ɛ n ts iː r ə n	l iː ts ɛ n ts iː r t	lizenzieren	lizenziert	⋊ l iː ts ɛ n ts iː r ə n ⋉	⋊ l iː ts ɛ n ts iː r t ⋉
40496	55210	ʃ au̯ ə r n	g ə ʃ au̯ ə r t	schauern	geschauert	⋊ ʃ a u ə r n ⋉	⋊ ʃ a u ə r t ⋉
40544	55276	a p ts oi̯ n ə n	a p g ə ts oi̯ n t	abzäunen	abgezäunt	⋊ a p ts o i n ə n ⋉	⋊ a p g ə ts o i n t ⋉
40565	55304	a n t au̯ x ə n	a n g ə t au̯ x t	antauchen	angetaucht	⋊ a n t a u x ə n ⋉	⋊ a n g ə t a u x t ⋉
40639	55408	d ʊ r ç ʃ l aː g ə n	d ʊ r ç g ə ʃ l aː g ə n	durchschlagen	durchgeschlagen	⋊ d ʊ r ç ʃ l aː g ə n ⋉	⋊ d ʊ r ç g ə ʃ l aː g ə n ⋉
40640	55409	t uː n	g ə t aː n	tun	getan	⋊ t uː n ⋉	⋊ t aː n ⋉
40657	55434	t ʊ r t ə l n	g ə t ʊ r t ə l t	turteln	geturtelt	⋊ t ʊ r t ə l n ⋉	⋊ t ʊ r t ə l t ⋉
40659	55437	f ɛ r ʃ t ɛ n d ɪ g ə n	f ɛ r ʃ t ɛ n d ɪ ç t	verständigen	verständigt	⋊ f ɛ r ʃ t ɛ n d ɪ g ə n ⋉	⋊ f ɛ r ʃ t ɛ n d ɪ ç t ⋉
40684	55465	ʊ n t ə r ʃ t ɛ l ə n	ʊ n t ə r ʃ t ɛ l t	unterstellen	unterstellt	⋊ ʊ n t ə r ʃ t ɛ l ə n ⋉	⋊ ʊ n t ə r ʃ t ɛ l t ⋉
40689	55475	n ʊ d ə l n	g ə n ʊ d ə l t	nuddeln	genuddelt	⋊ n ʊ d ə l n ⋉	⋊ n ʊ d ə l t ⋉
40780	55595	ʃ ai̯ n ə n	g ə ʃ iː n ə n	scheinen	geschienen	⋊ ʃ a i n ə n ⋉	⋊ ʃ iː n ə n ⋉
40789	55609	f oː r f yː r ə n	f oː r g ə f yː r t	vorführen	vorgeführt	⋊ f oː r f yː r ə n ⋉	⋊ f oː r g ə f yː r t ⋉
40825	55661	b ə d r oː ə n	b ə d r oː t	bedrohen	bedroht	⋊ b ə d r oː ə n ⋉	⋊ b ə d r oː t ⋉
40900	55757	f ɛ r f ʏ t ə r n	f ɛ r f ʏ t ə r t	verfüttern	verfüttert	⋊ f ɛ r f ʏ t ə r n ⋉	⋊ f ɛ r f ʏ t ə r t ⋉
40910	55769	ts ɛ r ʃ m ai̯ s ə n	ts ɛ r ʃ m ɪ s ə n	zerschmeissen	zerschmissen	⋊ ts ɛ r ʃ m a i s ə n ⋉	⋊ ts ɛ r ʃ m ɪ s ə n ⋉
40930	55797	z iː l iː f iː ts iː r ə n	z iː l iː f iː ts iː r t	silifizieren	silifiziert	⋊ z iː l iː f iː ts iː r ə n ⋉	⋊ z iː l iː f iː ts iː r t ⋉
40968	55849	ts uː z a m ə n t uː n	ts uː z a m ə n g ə t aː n	zusammentun	zusammengetan	⋊ ts uː z a m ə n t uː n ⋉	⋊ ts uː z a m ə n g ə t aː n ⋉
40988	55877	v a l ts ə n	g ə v a l ts t	walzen	gewalzt	⋊ v a l ts ə n ⋉	⋊ v a l ts t ⋉
40994	55884	t oː t l a x ə n	t oː t g ə l a x t	totlachen	totgelacht	⋊ t oː t l a x ə n ⋉	⋊ t oː t g ə l a x t ⋉
41045	55963	g r uː z ə l n	g ə g r uː z ə l t	gruseln	gegruselt	⋊ g r uː z ə l n ⋉	⋊ g r uː z ə l t ⋉
41047	55966	ʊ n t ə r k v eː r ə n	ʊ n t ə r k v eː r t	unterqueren	unterquert	⋊ ʊ n t ə r k v eː r ə n ⋉	⋊ ʊ n t ə r k v eː r t ⋉
41055	55976	au̯ s z ɛ ts ə n	au̯ s g ə z ɛ ts t	aussetzen	ausgesetzt	⋊ a u s z ɛ ts ə n ⋉	⋊ a u s g ə z ɛ ts t ⋉
